@@263789	##	fo
Harry	harry	np1
Pollitt	pollitt	np1
,	,	y
the	the	at
thick-jowled	thick-jowled	jj
boss	boss	nn1
of	of	io
Britain	britain	np1
's	's	ge
Communist	communist	jj
Party	party	nn1
,	,	y
might	might	vm
be	be	vbi
pleased	pleased	jj
with	with	iw
Communist	communist	jj
triumphs	triumph	nn2
elsewhere	elsewhere	rl
,	,	y
but	but	ccb
he	he	pphs1
was	be	vbdz
worried	worry	vvn@_jj
about	about	ii
the	the	at
party	party	nn1
's	's	ge
declining	declining	jj_vvg
membership	membership	nn1
in	in	ii
Britain	britain	np1
.	.	y
Admonishing	admonish	vvg
the	the	at
650	650	mc
delegates	delegate	nn2
to	to	ii
the	the	at
British	british	jj
party	party	nn1
's	's	ge
23rd	23rd	md
national	national	jj
congress	congress	nn1
,	,	y
Pollitt	pollitt	np1
said	say	vvd
last	last	md
week	week	nnt1
:	:	y
"	"	"
It	it	pph1
is	be	vbz
high	high	jj
time	time	nnt1
that	that	cst
we	we	ppis2
stopped	stop	vvd
creating	create	vvg
the	the	at
impression	impression	nn1
that	that	cst_dd1
does	do	vdz
so	so	rr
much	much	da1_rr
to	to	to
frighten	frighten	vvi
other	other	jj
people	people	nn
from	from	ii
joining	join	vvg
the	the	at
party	party	nn1
,	,	y
that	that	cst
we	we	ppis2
are	be	vbr
some	some	dd
kind	kind	nn1
of	of	io
human	human	jj
beings	being	nn2
who	who	pnqs
never	never	rr
eat	eat	vv0
,	,	y
sleep	sleep	vv0_nn1
,	,	y
play	play	vv0_nn1
,	,	y
dream	dream	nn1_vv0
or	or	cc
even	even	rr
make	make	vv0
love	love	nn1
.	.	y
"	"	"
