@@197173	##	fo
Cyprus	cyprus	np1
,	,	y
a	a	at1
strategically	strategically	rr
situated	situate	vvn
island	island	nn1
in	in	ii
the	the	at
eastern	eastern	jj
Mediterranean	mediterranean	np1_jj
,	,	y
is	be	vbz
a	a	at1
place	place	nn1
that	that	cst_dd1
has	have	vhz
been	be	vbn
denied	deny	vvn
even	even	rr
the	the	at
long-term	long-term	jj
hope	hope	nn1
of	of	io
independence	independence	nn1
.	.	y
The	the	at
British	british	jj
,	,	y
anxious	anxious	jj
to	to	to
strengthen	strengthen	vvi
it	it	pph1
as	as	ii_csa
a	a	at1
Middle	middle	jj
Eastern	eastern	jj
base	base	nn1
now	now	cs21
that	that	cs22
Suez	suez	np1
has	have	vhz
gone	go	vvn
,	,	y
fortnight	fortnight	nnt1
ago	ago	ra
classified	classify	vvd@_jj	
Cyprus	cyprus	np1
as	as	csa_ii@
one	one	mc1
of	of	io
those	those	dd2
parts	part	nn2
of	of	io
their	their	appge
empire	empire	nn1
which	which	ddq
will	will	vm
never	never	rr
be	be	vbi
allowed	allow	vvn
to	to	to
go	go	vvi
free	free	jj
.	.	y
Last	last	md
week	week	nnt1
the	the	at
British-run	british-run	jj_nn1
government	government	nn1
of	of	io
the	the	at
island	island	nn1
,	,	y
getting	get	vvg
specific	specific	jj
,	,	y
forbade	forbid	vvd
Cypriot	cypriot	jj@_nn1
agitation	agitation	nn1
for	for	if
Enosis	enosis	np1_nn1	
(	(	y
union	union	nn1
)	)	y
with	with	iw
Greece	greece	np1
.	.	y
Henceforth	henceforth	rt
,	,	y
Enosis	enosis	np1_nn1	
agitation	agitation	nn1
on	on	ii
Cyprus	cyprus	np1
will	will	vm
be	be	vbi
punished	punish	vvn
as	as	csa_rg@_ii@
seditious	seditious	jj
.	.	y
<P>	<p>	null	
<P>	<p>	null	
In	in	ii
Athens	athens	np1
the	the	at
Greek	greek	jj_nn1
government	government	nn1
cheered	cheer	vvn_vvd
on	on	ii
the	the	at
Cypriots	cypriot	nn2
.	.	y
But	but	ccb
when	when	cs
one	one	mc1
Greek	greek	jj_nn1
voice	voice	nn1
(	(	y
the	the	at
fortnightly	fortnightly	rr
Athens	athens	np1
Police	police	nn2
News	news	nn1
'	'	ge
)	)	y
dissented	dissent	vvd
,	,	y
denouncing	denounce	vvg
Enosis	enosis	nn1_np1	
as	as	ii_csa
a	a	at1
campaign	campaign	nn1
that	that	cst_dd1
would	would	vm
benefit	benefit	vvi
only	only	rr
the	the	at
Communists	communist	nn2
,	,	y
the	the	at
Greeks	greek	nn2
played	play	vvd_vvn
too	too	rg
fast	fast	jj_rr
and	and	cc
loose	loose	jj_vv0@_rr@
with	with	iw
freedom	freedom	nn1
.	.	y
The	the	at
editor	editor	nn1
was	be	vbdz
sent	send	vvn
to	to	to
jail	jail	vvi
for	for	if
4	4	mc
months	month	nnt2
.	.	y
