@@230858	##	fo
Of	of	io
all	all	db
the	the	at
political	political	jj
oracles	oracle	nn2
currently	currently	rr
doing	do	vdg
business	business	nn1
,	,	y
none	none	pn
is	be	vbz
heeded	heed	vvn
more	more	rgr_rrr
humbly	humbly	rr
than	than	csn
Pennsylvania	pennsylvania	np1
's	's	ge
Governor	governor	nnb
John	john	np1
S.	s.-a	np1
Fine	fine	jj
.	.	y
Reason	reason	nn1_vv0@
:	:	y
his	his	appge
tight	tight	jj
control	control	nn1
of	of	io
the	the	at
largest	large	jjt
(	(	y
32	32	mc
)	)	y
uncommitted	uncommitted	jj
bloc	bloc	nn1
of	of	io
delegates	delegate	nn2
so	so	rg
far	far	rr
to	to	ii
the	the	at
Republican	republican	nn1_jj@
Convention	convention	nn1
.	.	y
Last	last	md
week	week	nnt1
500	500	mc
party	party	nn1
bigwigs	bigwig	nn2
listened	listen	vvd_vvn
intently	intently	rr
as	as	csa
he	he	pphs1
rose	rise	vvd
to	to	to
address	address	vvi
a	a	at1
meeting	meeting	nn1
at	at	ii
Philadelphia	philadelphia	np1
.	.	y
Said	say	vvd
Fine	fine	jj
:	:	y
"	"	"
I	i	ppis1
have	have	vh0
no	no	at_rr%
thought	think	nn1_vvn
in	in	ii
mind	mind	nn1
as	as	ii21
to	to	ii22
who	who	pnqs
our	our	appge
candidate	candidate	nn1
may	may	vm
be	be	vbi
.	.	y
.	.	y
.	.	y
My	my	appge
decision	decision	nn1
will	will	vm
have	have	vhi
to	to	to
wait	wait	vvi
for	for	if
the	the	at
development	development	nn1
of	of	io
real	real	jj
,	,	y
sound	sound	nn1_jj@_vv0@
issues	issue	nn2
.	.	y
"	"	"
In	in	ii
a	a	at1
manner	manner	nn1
befitting	befit	vvg
those	those	dd2
who	who	pnqs
consult	consult	vv0
oracles	oracle	nn2
,	,	y
Taft	taft	np1
and	and	cc
Eisenhower	eisenhower	np1
partisans	partisan	nn2
alike	alike	rr
said	say	vvd
they	they	pphs2
thought	think	vvd
it	it	pph1
was	be	vbdz
a	a	at1
fine	fine	jj
speech	speech	nn1
.	.	y
