@@182785	##	fo
Charged	charge	vvn_vvd
with	with	iw
espionage	espionage	nn1
,	,	y
attempted	attempt	jj_vvd
assassination	assassination	nn1
and	and	cc
directing	direct	vvg
enemy	enemy	nn1
bombers	bomber	nn2
,	,	y
four	four	mc
Chinese	chinese	jj
Roman	roman	jj_nn1
Catholics	catholic	nn2
,	,	y
two	two	mc
of	of	io
them	them	ppho2
priests	priest	nn2
,	,	y
have	have	vh0
been	be	vbn
convicted	convict	vvn
by	by	ii
a	a	at1
Chinese	chinese	jj
people	people	nn
's	's	ge
court	court	nn1
and	and	cc
shot	shoot	vvd_nn1_vvn
.	.	y
This	this	dd1
is	be	vbz
believed	believe	vvn
to	to	to
be	be	vbi
the	the	at
first	first	md
execution	execution	nn1
of	of	io
clergymen	clergyman	nn2
by	by	ii
official	official	jj_nn1
court	court	nn1
order	order	nn1
in	in	ii
Communist	communist	jj
China	china	nn1@_np1
.	.	y
Four	four	mc
others	other	nn2
,	,	y
it	it	pph1
was	be	vbdz
reported	report	vvn
last	last	md
week	week	nnt1
,	,	y
got	get	vvd_vvn
jail	jail	nn1
sentences	sentence	nn2
ranging	range	vvg
from	from	ii
three	three	mc
years	year	nnt2
to	to	ii
life	life	nn1
.	.	y
