@@201058	##	fo
In	in	ii
Hollywood	hollywood	np1
,	,	y
the	the	at
Screen	screen	nn1
Actors	actor	nn2
Guild	guild	nn1
voted	vote	vvd_vvn
to	to	to
end	end	vvi
a	a	at1
twelve-day	twelve-day	jj_nnt1	
strike	strike	nn1
against	against	ii
the	the	at
producers	producer	nn2
of	of	io
filmed	film	jj@
TV	tv	nn1
shows	show	nn2_vvz
,	,	y
accepted	accept	vvd_vvn
a	a	at1
new	new	jj
contract	contract	nn1
,	,	y
including	including	ii_vvg@
1	1	mc1
)	)	y
raises	raise	vvz
in	in	ii
minimum	minimum	jj_nn1
pay	pay	nn1
from	from	ii
$70	$70	nnu
a	a	at1
day	day	nnt1
to	to	ii
$80	$80	nnu
,	,	y
2	2	mc
)	)	y
a	a	at1
graduated	graduate	jj
percentage	percentage	nn1
of	of	io
actors	actor	nn2
'	'	ge
minimum	minimum	jj_nn1
wages	wage	nn2
for	for	if
the	the	at
second	second	nnt1_md
through	through	ii
the	the	at
sixth	sixth	md
reruns	rerun	nn2
of	of	io
the	the	at
original	original	jj
film	film	nn1
.	.	y
The	the	at
Guild	guild	nn1
renounced	renounce	vvd_vvn
rights	right	nn2
to	to	ii
payments	payment	nn2
for	for	if
more	more	dar
than	than	csn
six	six	mc
reruns	rerun	nn2_vvz
on	on	ii
the	the	at
sound	sound	nn1_jj@
assumption	assumption	nn1
that	that	cst
not	not	xx
even	even	rr
long-suffering	long-suffering	jj
U.S.	u.s.-	np1
viewers	viewer	nn2
will	will	vm
sit	sit	vvi
still	still	jj
and	and	cc
watch	watch	vvi
a	a	at1
seventh	seventh	md
rerun	rerun	nn1
of	of	io
any	any	dd
filmed	film	jj@
TV	tv	nn1
show	show	nn1
.	.	y
