@@184690	##	fo
London	london	np1
's	be	ge_vbz_vhz@
respected	respect	jj_vvn
,	,	y
influential	influential	jj
weekly	weekly	jj
Economist	economist	nn1
,	,	y
temperate	temperate	jj
in	in	ii
most	most	dat
matters	matter	nn2
,	,	y
last	last	md
week	week	nnt1
ran	run	vvd
a	a	at1
characteristically	characteristically	rr
considered	consider	vvn_vvd
editorial	editorial	jj_nn1
note	note	nn1
:	:	y
"	"	"
We	we	ppis2
have	have	vh0
for	for	if
some	some	dd
time	time	nnt1
been	be	vbn
trying	try	vvg
to	to	to
discover	discover	vvi
why	why	rrq
it	it	pph1
is	be	vbz
that	that	cst
copies	copy	nn2
of	of	io
The	the	at
Economist	economist	nn1
sent	send	vvn
by	by	ii
mail	mail	nn1
to	to	ii
subscribers	subscriber	nn2
in	in	ii
the	the	at
United	united	np1
States	state	np1
are	be	vbr
so	so	rg_rr
late	late	jj
in	in	ii
delivery	delivery	nn1
.	.	y
An	an	at1
explanation	explanation	nn1
has	have	vhz
recently	recently	rr
been	be	vbn
received	receive	vvn
from	from	ii
the	the	at
U.S.	u.s.-	np1
Post	post	nn1
Office	office	nn1
.	.	y
It	it	pph1
appears	appear	vvz
that	that	cst
all	all	db
foreign	foreign	jj
publications	publication	nn2
are	be	vbr
forwarded	forward	vvn
to	to	ii
the	the	at
Bureau	bureau	nn1
of	of	io
Customs	custom	nn2
for	for	if
review	review	nn1
under	under	ii
the	the	at
Customs	custom	nn2
Tariff	tariff	nn1
Art	art	nn1
of	of	io
1930	1930	mc
as	as	csa_rg@_ii@
possible	possible	jj
propaganda	propaganda	nn1
matter	matter	nn1
.	.	y
Investigations	investigation	nn2
by	by	ii
a	a	at1
Post	post	nn1
Office	office	nn1
inspector	inspector	nn1
have	have	vh0
disclosed	disclose	vvn
that	that	cst_dd1
,	,	y
owing	owe	ii21_vvg
to	to	ii22_ii
the	the	at
large	large	jj
volume	volume	nn1
of	of	io
incoming	incoming	jj
foreign	foreign	jj
mail	mail	nn1
which	which	ddq
must	must	vm
be	be	vbi
examined	examine	vvn
,	,	y
a	a	at1
backlog	backlog	nn1
has	have	vhz
accumulated	accumulate	vvn
,	,	y
and	and	cc
it	it	pph1
is	be	vbz
understood	understand	vvn
that	that	cst
at	at	ii
times	time	nnt2
the	the	at
examining	examine	vvg
unit	unit	nn1
has	have	vhz
been	be	vbn
considerably	considerably	rr
in	in	ii
arrears	arrear	nn2
in	in	ii
'	'	ge_"@
processing	process	vvg_nn1
the	the	at
mails	mail	nn2
.	.	y
'	'	"@_ge
We	we	ppis2
feel	feel	vv0
that	that	cst_dd1
comment	comment	vv0_nn1
by	by	ii
us	us	ppio2
on	on	ii
this	this	dd1
state	state	nn1
of	of	io
affairs	affair	nn2
might	might	vm
be	be	vbi
in	in	ii
bad	bad	jj
taste	taste	nn1
,	,	y
and	and	cc
is	be	vbz
certainly	certainly	rr
superfluous	superfluous	jj
.	.	y
"	"	"
