@@263592	##	fo
In	in	ii
trying	try	vvg
to	to	to
refund	refund	vvi
$8	$8	nnu
billion	billion	m
of	of	io
ten-year	ten-year	nnt1_jj
,	,	y
2%	2%	nnu
World	world	nn1
War	war	nn1
II	ii	mc
bonds	bond	nn2
,	,	y
Treasury	treasury	nn1
's	's	ge_vbz
George	george	np1
Humphrey	humphrey	np1
faced	face	vvd
a	a	at1
problem	problem	nn1
.	.	y
Many	many	da2
experts	expert	nn2
predicted	predict	vvd_vvn
that	that	cst_dd1
anywhere	anywhere	rl
from	from	ii
$1.5	$1.5	nnu
to	to	ii
$2	$2	nnu
billion	billion	m
of	of	io
the	the	at
maturing	mature	jj
bonds	bond	nn2
would	would	vm
be	be	vbi
cashed	cash	vvn@
,	,	y
forcing	force	vvg
him	him	ppho1
to	to	to
raise	raise	vvi
that	that	rg
much	much	da1_rr
new	new	jj
money	money	nn1
.	.	y
Instead	instead	rr
,	,	y
Humphrey	humphrey	np1
offered	offer	vvd
bondholders	bondholder	nn2
a	a	at1
choice	choice	nn1
of	of	io
new	new	jj
one-year	one-year	jj
certificates	certificate	nn2
paying	pay	vvg
2	2	mc
?	?	y
%	%	nnu
interest	interest	nn1
,	,	y
or	or	cc
3-year	3-year	jj
notes	note	nn2
paying	pay	vvg
2	2	mc
?	?	y
%	%	nnu
.	.	y
Last	last	md
week	week	nnt1
he	he	pphs1
announced	announce	vvd
that	that	cst_dd1
59%	59%	nnu
of	of	io
the	the	at
bonds	bond	nn2
had	have	vhd
been	be	vbn
turned	turn	vvn
in	in	rp@
for	for	if
one-year	one-year	jj
certificates	certificate	nn2
.	.	y
Moreover	moreover	rr
,	,	y
38%	38%	nnu
were	be	vbdr
exchanged	exchange	vvn
for	for	if
the	the	at
3-year	3-year	jj_nnt1
notes	note	nn2
,	,	y
and	and	cc
only	only	rr_jj
$263	$263	nnu
million	million	m
actually	actually	rr
had	have	vhn@_vhd
to	to	to
be	be	vbi
paid	pay	vvn
in	in	ii
cash	cash	nn1
.	.	y
