@@190171	##	fo
In	in	ii
Saigon	saigon	np1
last	last	md
week	week	nnt1
,	,	y
the	the	at
French	french	jj_nn1
language	language	nn1
newspaper	newspaper	nn1
Echo	echo	nn1_vv0
du	du	fw
Viet	viet	np1
Nam	nam	np1
,	,	y
semi-official	semi-official	jj_nn1
organ	organ	nn1
of	of	io
the	the	at
Viet	viet	np1
Nam	nam	np1
government	government	nn1
,	,	y
published	publish	vvd_vvn
the	the	at
details	detail	nn2
of	of	io
a	a	at1
massive	massive	jj
military	military	jj
aid	aid	nn1
program	program	nn1
undertaken	undertake	vvn
by	by	ii
Red	red	jj
China	china	nn1@_np1
on	on	ii31
behalf	behalf	ii32
of	of	ii33
Ho	ho	np1
Chi	chi	np1
Minh	minh	np1
's	's	ge
Communist	communist	jj
forces	force	nn2
in	in	ii
Indo-China	indo-china	np1
.	.	y
<P>	<p>	null	
The	the	at
Chinese	chinese	jj
Reds	red	nn2
,	,	y
reported	report	vvd_vvn
the	the	at
French	french	nn1_jj
,	,	y
have	have	vh0
promised	promise	vvn
to	to	to
supply	supply	vvi
their	their	appge
Indo-Chinese	indo-chinese	jj
comrades	comrade	nn2
with	with	iw
free	free	jj
arms	arm	nn2
and	and	cc
food	food	nn1
,	,	y
have	have	vh0
already	already	rr
begun	begin	vvn
to	to	to
train	train	vvi
20,000	20,000	mc
Indo-Chinese	indo-chinese	jj
Communist	communist	jj
troops	troop	nn2
in	in	ii
the	the	at
South	south	nd1
China	china	np1
province	province	nn1
of	of	io
Yunnan	yunnan	nn1_np1_jj	
.	.	y
Several	several	da2
thousand	thousand	m
other	other	jj
Vietminh	vietminh	nn1	
troops	troop	nn2
in	in	ii
China	china	np1
are	be	vbr
receiving	receive	vvg_jj@
instructions	instruction	nn2
in	in	ii
heavy	heavy	jj
artillery	artillery	nn1
and	and	cc
antiaircraft	antiaircraft	vv0_nn1
weapons	weapon	nn2
.	.	y
