@@232953	##	fo
The	the	at
"	"	"
brainwave	brainwave	nn1
machine	machine	nn1
"	"	"
(	(	y
electroencephalograph	electroencephalograp	vv0_nn1	
,	,	y
to	to	ii
doctors	doctor	nn2
)	)	y
is	be	vbz
now	now	rt
used	use	vvn
mainly	mainly	rr
after	after	cs_ii
people	people	nn
get	get	vv0
seriously	seriously	rr
ill	ill	jj
and	and	cc
doctors	doctor	nn2
have	have	vh0
to	to	to
find	find	vvi
out	out	rp
what	what	ddq
's	be	vbz
wrong	wrong	jj_rr@
.	.	y
Two	two	mc
Cleveland	cleveland	np1
neurologists	neurologist	nn2
report	report	vv0@_nn1
that	that	cst
the	the	at
machine	machine	nn1
can	can	vm
do	do	vdi
better	better	rrr
than	than	csn
that	that	dd1_cst
:	:	y
it	it	pph1
can	can	vm
spot	spot	vvi
some	some	dd
kinds	kind	nn2
of	of	io
crackups	crackups	nn2	
before	before	ii_cs
outward	outward	jj_rl
physical	physical	jj
signs	sign	nn2
occur	occur	vv0
(	(	y
by	by	ii
noting	note	vvg
abnormal	abnormal	jj
patterns	pattern	nn2
of	of	io
brain-wave	brain-wave	jj_nn1
pulsation	pulsation	nn1
)	)	y
.	.	y
Their	their	appge
recommendation	recommendation	nn1
:	:	y
use	use	vv0
the	the	at
machine	machine	nn1
widely	widely	rr
on	on	ii
railroad	railroad	nn1
engineers	engineer	nn2
,	,	y
airplane	airplane	nn1
pilots	pilot	nn2
and	and	cc
bus	bus	nn1_vv0@
drivers	driver	nn2
,	,	y
and	and	cc
on	on	ii
business	business	nn1
executives	executive	nn2
responsible	responsible	jj
for	for	if
"	"	"
vast	vast	jj
undertakings	undertaking	nn2
.	.	y
"	"	"
