@@196963	##	fo
American	american	jj
Indians	indian	nn2
are	be	vbr
on	on	ii
the	the	at
warpath	warpath	nn1
against	against	ii
cheap	cheap	jj
Japanese	japanese	jj_nn1
imitations	imitation	nn2
of	of	io
tribal	tribal	jj
handicrafts	handicraft	nn2
.	.	y
From	from	ii
the	the	at
Southwest	southwest	nd1
,	,	y
the	the	at
Bureau	bureau	nn1
of	of	io
Indian	indian	jj
Affairs	affair	nn2
and	and	cc
the	the	at
National	national	jj
Park	park	nn1
Service	service	nn1
have	have	vh0
received	receive	vvn
complaints	complaint	nn2
about	about	ii
Japanese	japanese	jj_nn1
versions	version	nn2
of	of	io
Navaho	navaho	np1_nn1
beadwork	beadwork	nn1
,	,	y
Zuni	zuni	jj_np1	
jewelry	jewelry	nn1
,	,	y
Hopi	hopi	jj_np1
kachina	kachina	nn1
dolls	doll	nn2
(	(	y
painted	paint	vvn_jj@
wooden	wooden	jj
dolls	doll	nn2
representing	represent	vvg
Indian	indian	jj
deities	deity	nn2
)	)	y
.	.	y
From	from	ii
the	the	at
Northwest	northwest	nd1
have	have	vh0
come	come	vvn
reports	report	nn2
of	of	io
made-in-Japan	made-in-japan	np1	
totem	totem	nn1_vv0
poles	pole	nn2
and	and	cc
ivory	ivory	nn1
carvings	carving	nn2
.	.	y
The	the	at
Japanese	japanese	jj_nn1
imitations	imitation	nn2
sell	sell	vv0
for	for	if
as	as	rg
little	little	da1
as	as	csa
one-fifth	one-fifth	mf
Indian	indian	jj
prices	price	nn2
.	.	y
Up	up	ii21
until	until	ii22
last	last	md
year	year	nnt1
,	,	y
the	the	at
Park	park	nn1_np1
Service	service	nn1
had	have	vhd
a	a	at1
regulation	regulation	nn1
against	against	ii
sales	sales	nn
of	of	io
foreign-made	foreign-made	jj_nn1
handicrafts	handicraft	nn2
by	by	ii
concessionaires	concessionaire	nn2
in	in	ii
national	national	jj
parks	park	nn2
,	,	y
but	but	ccb
the	the	at
ban	ban	nn1
was	be	vbdz
lifted	lift	vvn
in	in	ii31
keeping	keep	ii32
with	with	ii33
the	the	at
Eisenhower	eisenhower	np1
Administration	administration	nn1
's	's	ge
policy	policy	nn1
of	of	io
freer	free	jjr
trade	trade	nn1
.	.	y
The	the	at
Indians	indian	nn2
protest	protest	vv0
that	that	cst
the	the	at
imported	imported	jj
beadwork	beadwork	nn1
is	be	vbz
phony	phony	jj
.	.	y
But	but	ccb
the	the	at
Navaho	navaho	nn1_np1
craftsmen	craftsman	nn2
themselves	themselves	ppx2
work	work	vv0
with	with	iw
factory-made	factory-made	jj
beads	bead	nn2
imported	import	vvn_vvd
from	from	ii
Italy	italy	np1
and	and	cc
Czechoslovakia	czechoslovakia	np1
.	.	y
