@@308623	##	fo
Last	last	md
winter	winter	nnt1
,	,	y
as	as	csa_ii
the	the	at
U.S.	u.s.-	np1
was	be	vbdz
slipping	slip	vvg
into	into	ii
recession	recession	nn1
,	,	y
President	president	nnb
Eisenhower	eisenhower	np1
described	describe	vvd
the	the	at
whole	whole	jj
thing	thing	nn1
as	as	ii
"	"	"
a	a	at1
breather	breather	nn1
.	.	y
'	'	"@_ge
!	!	!
Writing	write	vvg
out	out	rp
a	a	at1
speech	speech	nn1
for	for	if
delivery	delivery	nn1
this	this	dd1
week	week	nnt1
to	to	ii
the	the	at
American	american	jj
Management	management	nn1
Association	association	nn1
in	in	ii
Manhattan	manhattan	np1
,	,	y
Ike	ike	np1
noted	note	vvd
that	that	cst
the	the	at
rate	rate	nn1
of	of	io
decline	decline	nn1
was	be	vbdz
slowing	slow	vvg
down	down	rp
,	,	y
reported	report	vvd_vvn
his	his	appge
verdict	verdict	nn1
on	on	ii
the	the	at
economy	economy	nn1
:	:	y
"	"	"
We	we	ppis2
have	have	vh0
about	about	rg%_ii
caught	catch	vvn_vvd_jj@
our	our	appge
breath	breath	nn1
.	.	y
"	"	"
