@@191481	##	fo
Up	up	ii@_rp
for	for	if
a	a	at1
vote	vote	nn1
in	in	ii
the	the	at
U.N	un	np1
.	.	y
Political	political	jj
Committee	committee	nn1
last	last	md
week	week	nnt1
came	come	vvd
two	two	mc
Russian	russian	jj
resolutions	resolution	nn2
aimed	aim	vvn_vvd
at	at	ii
the	the	at
U.S.	u.s.-	np1
One	one	pn1_mc1
accused	accuse	vvd
the	the	at
U.S.	u.s.-	np1
of	of	io
"	"	"
invading	invade	vvg_jj
"	"	"
Formosa	formosa	np1
.	.	y
The	the	at
other	other	jj_nn1@
demanded	demand	jj%_vvd_vvn
condemnation	condemnation	nn1
of	of	io
the	the	at
U.S.	u.s.-	np1
for	for	if
"	"	"
bombing	bomb	vvg_nn1
"	"	"
Manchuria	manchuria	np1
.	.	y
Both	both	db2
were	be	vbdr
rejected	reject	vvn
overwhelmingly	overwhelmingly	rr
.	.	y
Only	only	rr
the	the	at
five	five	mc
Soviet	soviet	jj
bloc	bloc	nn1
members	member	nn2
voted	vote	vvn_vvd
for	for	if
them	them	ppho2
.	.	y
<P>	<p>	null	
Burma	burma	np1
and	and	cc
Indonesia	indonesia	np1
abstained	abstain	vvd
from	from	ii
voting	vote	vvg_nn1
on	on	ii
the	the	at
Formosa	formosa	np1
invasion	invasion	nn1
resolution	resolution	nn1
.	.	y
Afghanistan	afghanistan	np1
followed	follow	vvd
suit	suit	nn1
on	on	ii
the	the	at
Manchurian	manchurian	jj
bombing	bomb	nn1
charge	charge	nn1
.	.	y
Only	only	rr
one	one	mc1
other	other	jj
nation	nation	nn1
abstained	abstain	vvd
.	.	y
On	on	ii
both	both	db2_rr
Russian	russian	jj
complaints	complaint	nn2
,	,	y
Yugoslavia	yugoslavia	np1
declined	decline	vvd
to	to	to
stand	stand	vvi
up	up	rp
and	and	cc
be	be	vbi
counted	count	vvn
.	.	y
It	it	pph1
had	have	vhd
also	also	rr
abstained	abstain	vvn
earlier	early	rrr
this	this	dd1
month	month	nnt1
on	on	ii
the	the	at
vote	vote	nn1
branding	brand	vvg
Red	red	jj
China	china	nn1@_np1
for	for	if
aggression	aggression	nn1
in	in	ii
Korea	korea	np1
.	.	y
<P>	<p>	null	
Tito	tito	np1
's	's	ge
Yugoslavia	yugoslavia	np1
is	be	vbz
a	a	at1
likely	likely	jj
target	target	nn1
for	for	if
Russian-inspired	russian-inspired	jj_nn1	
aggression	aggression	nn1
in	in	ii
southeastern	southeastern	jj
Europe	europe	np1
.	.	y
