@@236333	##	fo
As	as	cs31
long	long	cs32
as	as	cs33
republican	republican	jj_nn1
France	france	np1
ruled	rule	vvd
Morocco	morocco	np1
.	.	y
Paris	paris	np1
discouraged	discourage	vvd
the	the	at
Sultan	sultan	np1_nn1@
from	from	ii
calling	call	vvg
himself	himself	ppx1
King	king	np1@_nn1
:	:	y
it	it	pph1
hardly	hardly	rr
seemed	seem	vvd_vvn@
proper	proper	jj
for	for	if
a	a	at1
King	king	nn1
to	to	to
be	be	vbi
accountable	accountable	jj
to	to	ii
a	a	at1
mere	mere	jj
President	president	nn1
.	.	y
Last	last	md
week	week	nnt1
independent	independent	jj_nn1@
Morocco	morocco	np1
informed	inform	vvd
the	the	at
world	world	nn1
that	that	cst
Morocco	morocco	np1
is	be	vbz
henceforth	henceforth	rt
a	a	at1
kingdom	kingdom	nn1
and	and	cc
that	that	cst
the	the	at
proper	proper	jj
title	title	nn1
for	for	if
addressing	address	vvg
its	its	appge
wealthy	wealthy	jj
ruler	ruler	nn1
is	be	vbz
"	"	"
His	his	appge
Majesty	majesty	nn1
Mohammed	mohammed	np1
V	xx_v	zz1
,	,	y
El	el	np1
Malik	malik	np1
King	king	nn1
of	of	io
Morocco	morocco	np1
.	.	y
"	"	"
