@@189880	##	fo
Of	of	io
the	the	at
33	33	mc
Phi	phi	nn1
Beta	beta	nn1
Kappas	kappa	nn2
who	who	pnqs
graduated	graduate	vvd
from	from	ii
Manhattan	manhattan	np1
's	's	ge
Barnard	barnard	np1_nn1@
College	college	nn1
for	for	if
women	woman	nn2
this	this	dd1
week	week	nnt1
,	,	y
14	14	mc
were	be	vbdr
already	already	rr
married	married	jj
.	.	y
The	the	at
secret	secret	nn1
of	of	io
their	their	appge
scholarship	scholarship	nn1
,	,	y
one	one	mc1
of	of	io
them	them	ppho2
explained	explain	vvd_vvn
,	,	y
was	be	vbdz
serenity	serenity	nn1
:	:	y
"	"	"
There	there	ex
's	be	vbz
nothing	nothing	pn1
to	to	to
worry	worry	vvi
about	about	rp@
on	on	ii
the	the	at
emotional	emotional	jj
side	side	nn1
after	after	cs
you	you	ppy
're	be	vbr
married	married	jj_vvn%
so	so	cs@_rr
I	i	ppis1
did	do	vdd
better	better	rrr
work	work	vvi
at	at	ii
college	college	nn1
.	.	y
That	that	dd1
's	be	vbz
what	what	ddq
all	all	db
the	the	at
girls	girl	nn2
say	say	vv0
.	.	y
"	"	"
