@@186976	##	fo
Last	last	md
January	january	npm1
"	"	"
Handsome	handsome	jj
Frank	frank	np1_jj@
"	"	"
Brewster	brewster	np1_nn1
,	,	y
longtime	longtime	jj
king	king	nn1
of	of	io
the	the	at
International	international	jj
Brotherhood	brotherhood	nn1
of	of	io
Teamsters	teamster	np1_nn2
'	'	ge
fearsome	fearsome	jj
West	west	nd1
Coast	coast	nn1
goon	goon	nn1
squads	squad	nn2
,	,	y
refused	refuse	vvd_vvn
to	to	to
answer	answer	vvi
the	the	at
questions	question	nn2
of	of	io
the	the	at
Senate	senate	nn1
Permanent	permanent	jj
Investigations	investigation	nn2
Subcommittee	subcommittee	nn1
on	on	ii
the	the	at
grounds	ground	nn2
that	that	cst
it	it	pph1
was	be	vbdz
exceeding	exceed	vvg
its	its	appge
authority	authority	nn1
.	.	y
Cited	cite	vvn_vvd
for	for	if
contempt	contempt	nn1
of	of	io
Congress	congress	nn1
,	,	y
the	the	at
Teamsters	teamster	np1_nn2
'	'	ge
Vice	vice	nnb
President	president	nnb
Brewster	brewster	np1
,	,	y
goon	goon	nn1
companion	companion	nn1
of	of	io
Teamster	teamster	np1_nn1
Boss	boss	nn1
Dave	dave	np1
Beck	beck	np1
,	,	y
claimed	claim	vvd_vvn
that	that	cst
he	he	pphs1
had	have	vhd
purged	purge	vvn
himself	himself	ppx1
by	by	ii
later	later	rrr
appearing	appear	vvg
before	before	ii
the	the	at
special	special	jj
McClellan	mcclellan	np1
committee	committee	nn1
and	and	cc
telling	tell	vvg
how	how	rrq
he	he	pphs1
had	have	vhd
used	use	vvn
Teamsters	teamster	np1_nn2
'	'	ge
money	money	nn1
to	to	to
finance	finance	vvi
,	,	y
among	among	ii
other	other	jj
things	thing	nn2
,	,	y
his	his	appge
racing	race	jj@_nn1@
stables	stable	nn2
.	.	y
Despite	despite	ii
this	this	dd1
plea	plea	nn1
,	,	y
made	make	vvn_vvd
before	before	ii
a	a	at1
federal	federal	jj
judge	judge	nn1
in	in	ii
Washington	washington	np1
,	,	y
Handsome	handsome	jj
Frank	frank	np1
was	be	vbdz
convicted	convict	vvn_jj
(	(	y
TIME	time	nnt1
,	,	y
July	july	npm1
8	8	mc
)	)	y
,	,	y
and	and	cc
last	last	md
week	week	nnt1
he	he	pphs1
got	get	vvd
the	the	at
maximum	maximum	jj_nn1
penalty	penalty	nn1
for	for	if
contempt	contempt	nn1
of	of	io
Congress	congress	nn1
:	:	y
a	a	at1
year	year	nnt1
in	in	ii
jail	jail	nn1
and	and	cc
a	a	at1
$1,000	$1,000	nnu
fine	fine	jj
.	.	y
