@@233649	##	fo
Like	like	ii
a	a	at1
general	general	nn1
who	who	pnqs
has	have	vhz
advanced	advance	vvn
too	too	rg
far	far	rr_jj
,	,	y
Treasury	treasury	nn1
Secretary	secretary	nn1_np1@
Humphrey	humphrey	np1
,	,	y
generalissimo	generalissimo	nn1
of	of	io
the	the	at
Administration	administration	nn1
's	's	ge
war	war	nn1
on	on	ii
easy	easy	jj
money	money	nn1
,	,	y
decided	decide	vvd
it	it	pph1
was	be	vbdz
time	time	nnt1
to	to	to
dig	dig	vvi
in	in	rp@
.	.	y
<P>	<p>	null	
Secretary	secretary	np1@
Humphrey	humphrey	np1
's	's	ge
original	original	jj
plan	plan	nn1
for	for	if
refinancing	refinance	vvg
the	the	at
$265	$265	nnu
billion	billion	m
U.S.	u.s.-	np1
debt	debt	nn1
as	as	csa
it	it	pph1
comes	come	vvz
due	due	jj_nn1%
was	be	vbdz
to	to	to
put	put	vvi
as	as	rg
much	much	da1
of	of	io
it	it	pph1
as	as	csa
possible	possible	jj
in	in	ii
longterm	longterm	nn1_jj
,	,	y
higher-paying	higher-paying	jjr_nn1
bonds	bond	nn2
.	.	y
But	but	ccb
his	his	appge
last	last	md
two	two	mc
issues	issue	nn2
at	at	ii
high	high	jj
rates	rate	nn2
so	so	rr
upset	upset	vv0_vvn
the	the	at
market	market	nn1
that	that	cst_dd1
Government	government	nn1
bonds	bond	nn2
dropped	drop	vvn_vvd
below	below	ii
par	par	nn1
.	.	y
<P>	<p>	null	
Last	last	md
week	week	nnt1
Humphrey	humphrey	np1
temporarily	temporarily	rr
abandoned	abandon	vvd_vvn
his	his	appge
hope	hope	nn1
of	of	io
floating	floating	jj_vvg
new	new	jj
longer-term	longer-term	jj
issues	issue	nn2
.	.	y
For	for	if
$4.9	$4.9	nnu
billion	billion	m
worth	worth	nn1@
of	of	io
refinancing	refinance	vvg_nn1@
required	require	jj_vvn
for	for	if
June	june	npm1_np1@
,	,	y
he	he	pphs1
resorted	resort	vvd
to	to	ii
one-year	one-year	jj
certificates	certificate	nn2
.	.	y
But	but	ccb
he	he	pphs1
did	do	vdd
not	not	xx
abandon	abandon	vvi
his	his	appge
policy	policy	nn1
of	of	io
higher	high	jjr
interest	interest	nn1
.	.	y
The	the	at
certificates	certificate	nn2
were	be	vbdr
offered	offer	vvn
at	at	ii
2	2	mc
5/8%	5/8%	fu	
,	,	y
the	the	at
highest	high	jjt
short-term	short-term	jj
Treasury	treasury	nn1
rate	rate	nn1
in	in	ii
20	20	mc
years	year	nnt2
.	.	y
