@@232057	##	fo
Among	among	ii
the	the	at
operagoers	operagoers	nn2
who	who	pnqs
heard	hear	vvd
Italian	italian	jj
Tenor	tenor	nn1
Mario	mario	np1
Del	del	np1
Monaco	monaco	np1
sing	sing	vv0
at	at	ii
Milan	milan	np1
's	's	ge
La	la	np1
Scala	scala	np1
last	last	md
week	week	nnt1
was	be	vbdz
a	a	at1
blind	blind	jj
woman	woman	nn1
named	name	vvd
Irene	irene	np1
Meyer	meyer	np1
,	,	y
33	33	mc
,	,	y
from	from	ii
Gaithersburg	gaithersburg	np1
,	,	y
Md	md	nna
.	.	y
Two	two	mc
years	year	nnt2
before	before	rt
,	,	y
she	she	pphs1
had	have	vhd
heard	hear	vvn
him	him	ppho1
sing	sing	vvi
Radames	radames	nn2_np1	
in	in	ii
Ada	ada	np1
at	at	ii
Manhattan	manhattan	np1
's	be	vbz
Metropolitan	metropolitan	jj
.	.	y
Stricken	stricken	jj
with	with	iw
incurable	incurable	jj
diabetes	diabetes	nn1
,	,	y
Irene	irene	np1
told	tell	vvd
friends	friend	nn2
in	in	ii
Gaithersburg	gaithersburg	np1
that	that	dd1_cst
what	what	ddq
she	she	pphs1
wanted	want	vvd
most	most	dat
of	of	io
all	all	db
was	be	vbdz
to	to	to
hear	hear	vvi
Del	del	np1_fw
Monaco	monaco	np1
once	once	rr21
again	again	rr22
.	.	y
What	what	ddq
happened	happen	vvd
could	could	vm
have	have	vhi
happened	happen	vvn@
only	only	rr
in	in	ii
the	the	at
U.S.	u.s.-	np1
,	,	y
where	where	rrq_cs
people	people	nn
1	1	mc1
)	)	y
form	form	vv0_nn1
committees	committee	nn2
,	,	y
2	2	mc
)	)	y
believe	believe	vv0
that	that	cst
dreams	dream	nn2
come	come	vv0
true	true	jj
.	.	y
Irene	irene	np1
went	go	vvd
to	to	ii
Milan	milan	np1
on	on	ii
funds	fund	nn2
donated	donate	vvn
by	by	ii
The	the	at
Committee	committee	nn1
to	to	to_ii
Enable	enable	vv0
Irene	irene	np1
to	to	to_ii
Listen	listen	vv0
Again	again	rt
to	to	ii
Her	her	appge
Tenor	tenor	nn1
.	.	y
