@@194880	##	fo
It	it	pph1_nn1@
took	take	vvd
the	the	at
Bolsheviks	bolshevik	nn2
ten	ten	mc
years	year	nnt2
to	to	to
proclaim	proclaim	vvi
their	their	appge
first	first	md
five-year	five-year	jj
plan	plan	nn1
.	.	y
Last	last	md
week	week	nnt1
the	the	at
eager	eager	jj
pupil	pupil	nn1
outdid	outdid	vvd
the	the	at
master	master	nn1
:	:	y
only	only	rr
three	three	mc
years	year	nnt2
after	after	ii_cs
the	the	at
Communist	communist	jj
conquest	conquest	nn1
of	of	io
China	china	np1
,	,	y
Peking	peking	np1
proclaimed	proclaim	vvd@
a	a	at1
five-year	five-year	jj
plan	plan	nn1
.	.	y
Said	say	vvd
Premier	premier	jj_nn1
Chou	chou	np1
Enlai	enlai	np1	
:	:	y
"	"	"
With	with	iw
the	the	at
national	national	jj
territory	territory	nn1
entirely	entirely	rr
liberated	liberate	vvn_vvd_jj
,	,	y
with	with	iw
the	the	at
exception	exception	nn1
of	of	io
Formosa	formosa	np1
,	,	y
with	with	iw
bandits	bandit	nn2
now	now	rt
liquidated	liquidate	vvd
,	,	y
and	and	cc
with	with	iw
agrarian	agrarian	jj
reform	reform	nn1
nearly	nearly	rr
completed	complete	vvn_vvd
.	.	y
.	.	y
.	.	y
the	the	at
time	time	nnt1
has	have	vhz
come	come	vvn
.	.	y
"	"	"
<P>	<p>	null	
Nobody	nobody	pn1
specified	specify	vvd_vvn
what	what	ddq
it	it	pph1
would	would	vm
cost	cost	vvi
or	or	cc
what	what	ddq
the	the	at
planners	planner	nn2
planned	plan	vvd_vvn
.	.	y
Best	best	rrt_jjt
guess	guess	vv0
:	:	y
concentration	concentration	nn1
on	on	ii
metals	metal	nn2
and	and	cc
chemicals	chemical	nn2
.	.	y
"	"	"
Some	some	dd
may	may	vm
ask	ask	vvi
whether	whether	csw
large-scale	large-scale	jj
construction	construction	nn1
is	be	vbz
possible	possible	jj
when	when	cs
our	our	appge
government	government	nn1
is	be	vbz
already	already	rr
so	so	rg
deeply	deeply	rr
engaged	engage	vvn_vvd
in	in	ii
a	a	at1
struggle	struggle	nn1
in	in	ii
Korea	korea	np1
with	with	iw
America	america	np1
,	,	y
"	"	"
observed	observe	vvd_vvn
the	the	at
Peking	peking	np1
Daily	daily	np1
.	.	y
"	"	"
The	the	at
answer	answer	nn1
is	be	vbz
unequivocal	unequivocal	jj
and	and	cc
positive	positive	jj
.	.	y
China	china	np1_nn1
must	must	vm
industrialize	industrialize	vvi
!	!	!
"	"	"
