@@309428	##	fo
When	when	rrq_cs
the	the	at
French	french	jj_nn1
Communist	communist	jj
Party	party	nn1
lost	lose	vvd_vvn
140	140	mc
seats	seat	nn2
fortnight	fortnight	nnt1
ago	ago	ra
in	in	ii
the	the	at
French	french	jj_nn1
National	national	jj
Assembly	assembly	nn1
,	,	y
reducing	reduce	vvg
its	its	appge
strength	strength	nn1
to	to	ii
ten	ten	mc
,	,	y
it	it	pph1
lost	lose	vvd
more	more	dar_rrr
than	than	csn
its	its	appge
old	old	jj
power	power	nn1
to	to	to
block	block	vvi
legislation	legislation	nn1
and	and	cc
raise	raise	vvi
general	general	jj_nn1
hell	hell	nn1
.	.	y
It	it	pph1
also	also	rr
lost	lose	vvd
close	close	rr_jj
to	to	ii
$1,000,000	$1,000,000	nnu
a	a	at1
year	year	nnt1
in	in	ii
party	party	nn1
revenues	revenue	nn2
.	.	y
<P>	<p>	null	
Deputies	deputy	nn2
are	be	vbr
paid	pay	vvn
about	about	rg
$700	$700	nnu
a	a	at1
month	month	nnt1
.	.	y
Communist	communist	jj
Deputies	deputy	nn2
hand	hand	nn1_vv0%
over	over	ii_rp
their	their	appge
entire	entire	jj
salaries	salary	nn2
to	to	ii
the	the	at
party	party	nn1
,	,	y
which	which	ddq
then	then	rt
pays	pay	vvz
their	their	appge
taxes	tax	nn2
for	for	if
them	them	ppho2
and	and	cc
doles	dole	vvz@_nn2
back	back	rp
to	to	ii
all	all	db_rr21
but	but	ii_rr22_ccb
the	the	at
bigwigs	bigwig	nn2
as	as	rg
little	little	da1
as	as	csa
$143	$143	nnu
a	a	at1
month	month	nnt1
apiece	apiece	ra
.	.	y
Losing	lose	vvg
this	this	dd1
steady	steady	jj
income	income	nn1
from	from	ii
the	the	at
government	government	nn1
it	it	pph1
sought	seek	vvd
to	to	to
overthrow	overthrow	vvi
,	,	y
the	the	at
Communist	communist	jj
Party	party	nn1
last	last	md
week	week	nnt1
decided	decide	vvd_vvn
to	to	to
economize	economize	vvi
,	,	y
abandon	abandon	vv0
three	three	mc
of	of	io
its	its	appge
money-losing	money-losing	jj_nn1
regional	regional	jj
newspapers	newspaper	nn2
.	.	y
