@@230953	##	fo
Canada	canada	np1
's	's	ge
pioneer	pioneer	nn1
hunter	hunter	nn1
of	of	io
Communists	communist	nn2
retired	retire	vvd_vvn
last	last	md
week	week	nnt1
.	.	y
Royal	royal	jj
Canadian	canadian	jj_nn1
Mounted	mount	jj_vvd
Police	police	nn2
Superintendent	superintendent	nnb
John	john	np1
Leopold	leopold	np1
had	have	vhd
spent	spend	vvn
seven	seven	mc
years	year	nnt2
(	(	y
1921-28	1921-28	mcmc	
)	)	y
as	as	ii_csa
an	an	at1
undercover	undercover	jj
agent	agent	nn1
in	in	ii
the	the	at
Canadian	canadian	jj_nn1
Communist	communist	jj
Party	party	nn1
,	,	y
had	have	vhd
helped	help	vvn
convict	convict	nn1_vv0
eight	eight	mc
Communist	communist	jj
leaders	leader	nn2
of	of	io
sedition	sedition	nn1
in	in	ii
1931	1931	mc
and	and	cc
presented	present	vvd
the	the	at
chief	chief	jj_nn1
evidence	evidence	nn1
against	against	ii
the	the	at
Red	red	jj
espionage	espionage	nn1
ring	ring	nn1_vv0
in	in	ii
1946	1946	mc
.	.	y
Last	last	md
week	week	nnt1
John	john	np1
Leopold	leopold	np1
let	let	vv0_vvd@
fly	fly	nn1_vv0
against	against	ii
the	the	at
"	"	"
apathy	apathy	nn1
,	,	y
indifference	indifference	nn1
and	and	cc
complacency	complacency	nn1
"	"	"
of	of	io
the	the	at
Canadians	canadian	nn2
who	who	pnqs
feel	feel	vv0
that	that	cst
Communists	communist	nn2
are	be	vbr
less	less	rgr
dangerous	dangerous	jj
now	now	rt
because	because	cs
party	party	nn1
membership	membership	nn1
,	,	y
has	have	vhz
dropped	drop	vvn
.	.	y
Said	say	vvd
he	he	pphs1
:	:	y
"	"	"
You	you	ppy
ca	can	vm
n't	n't	xx
gauge	gauge	nn1_vv0%
a	a	at1
potential	potential	jj_nn1
fifth	fifth	md
column	column	nn1
in	in	ii31
terms	terms	ii32
of	of	ii33
numerical	numerical	jj
strength	strength	nn1
.	.	y
The	the	at
Communists	communist	nn2
have	have	vh0
stripped	strip	vvn
away	away	rl
their	their	appge
dead	dead	jj
wood	wood	nn1
and	and	cc
are	be	vbr
more	more	rgr
dangerous	dangerous	jj
now	now	rt
than	than	csn
ever	ever	rr
.	.	y
"	"	"
