@@262397	##	fo
After	after	cs_ii
more	more	dar
than	than	csn
60	60	mc
years	year	nnt2
of	of	io
proud	proud	jj
masculinity	masculinity	nn1
,	,	y
Georgia	georgia	np1
Tech	tech	nn1
,	,	y
home	home	nn1
of	of	io
the	the	at
Yellow	yellow	jj
Jacket	jacket	nn1
football	football	nn1
teams	team	nn2
,	,	y
finally	finally	rr
surrendered	surrender	vvn_vvd
to	to	ii
a	a	at1
campaign	campaign	nn1
led	lead	vvn
by	by	ii
the	the	at
Woman	woman	nn1
's	's	ge
Chamber	chamber	nn1
of	of	io
Commerce	commerce	nn1
of	of	io
Atlanta	atlanta	np1
.	.	y
Beginning	begin	vvg_nn1
next	next	md
fall	fall	nn1
,	,	y
announced	announce	vvd_vvn
the	the	at
regents	regent	nn2
,	,	y
Georgia	georgia	np1
Tech	tech	nn1
will	will	vm
take	take	vvi
in	in	ii_rp@
coeds	coed	nn2
.	.	y
Moaned	moan	vvd
Regent	regent	np1
Edgar	edgar	np1
Dunlap	dunlap	np1
:	:	y
"	"	"
Here	here	rl
is	be	vbz
where	where	rrq_cs
the	the	at
women	woman	nn2
get	get	vv0
their	their	appge
noses	nose	nn2
under	under	ii
the	the	at
tent	tent	nn1
.	.	y
"	"	"
