@@265066	##	fo
For	for	if
the	the	at
first	first	md
time	time	nnt1
in	in	ii
U.S.	u.s.-	np1
history	history	nn1
,	,	y
Congress	congress	nn1
has	have	vhz
more	more	rgr_dar
Roman	roman	jj_nn1
Catholics	catholic	nn2
in	in	ii
its	its	appge
membership	membership	nn1
than	than	csn
any	any	dd
other	other	jj
religious	religious	jj
group	group	nn1
.	.	y
A	a	at1
tabulation	tabulation	nn1
released	release	vvn
by	by	ii
the	the	at
Library	library	nn1
of	of	io
Congress	congress	nn1
listed	list	vvd_vvn
103	103	mc
Roman	roman	jj
Catholic	catholic	jj_nn1
Congressmen	congressmen	nn2_np1
(	(	y
91	91	mc
in	in	ii
the	the	at
House	house	nn1
and	and	cc
twelve	twelve	mc
in	in	ii
the	the	at
Senate	senate	nn1
)	)	y
,	,	y
of	of	io
whom	whom	pnqo
88	88	mc
are	be	vbr
Democrats	democrat	nn2
and	and	cc
15	15	mc
Republicans	republican	nn2
.	.	y
This	this	dd1
represents	represent	vvz
an	an	at1
increase	increase	nn1
of	of	io
eight	eight	mc
over	over	ii
the	the	at
95	95	mc
Catholics	catholic	nn2
in	in	ii
the	the	at
last	last	md
Congress	congress	nn1
.	.	y
<P>	<p>	null	
Next	next	md
largest	large	jjt
religious	religious	jj
group	group	nn1
in	in	ii
Congress	congress	nn1
is	be	vbz
the	the	at
Methodist	methodist	nn1_jj
,	,	y
with	with	iw
99	99	mc
,	,	y
followed	follow	vvn
by	by	ii
Presbyterians	presbyterian	nn2
(	(	y
67	67	mc
)	)	y
,	,	y
Baptists	baptists	nn2_np2
(	(	y
64	64	mc
)	)	y
and	and	cc
Episcopalians	episcopalian	nn2
(	(	y
63	63	mc
)	)	y
.	.	y
There	there	ex
are	be	vbr
13	13	mc
Jewish	jewish	jj
Congressmen	congressmen	nn2_np1
,	,	y
eleven	eleven	mc
in	in	ii
the	the	at
House	house	nn1
and	and	cc
two	two	mc
in	in	ii
the	the	at
Senate	senate	nn1
,	,	y
and	and	cc
one	one	pn1_mc1
Sikh	sikh	jj
,	,	y
Democratic	democratic	jj
Representative	representative	nn1_jj
Dalip	dalip	np1_nn1	
S.	s.-a	np1
Saund	saund	np1_nn1@	
of	of	io
California	california	np1
.	.	y
Five	five	mc
reported	report	vvd
no	no	at
religious	religious	jj
affiliation	affiliation	nn1
at	at	rr21_ii
all	all	rr22_db
.	.	y
