@@308131	##	fo
As	as	ii_csa
a	a	at1
bitter	bitter	jj
critic	critic	nn1
of	of	io
Nevada	nevada	np1
's	's	ge
Senator	senator	nnb
Pat	pat	np1
McCarran	mccarran	np1
,	,	y
Las	las	np1
Vegas	vegas	np1
Sun	sun	nn1
Publisher	publisher	nn1
Hank	hank	np1_nn1
Greenspun	greenspun	np1_nn1	
has	have	vhz
more	more	dar
than	than	csn
political	political	jj
disagreements	disagreement	nn2
with	with	iw
his	his	appge
state	state	nn1
's	's	ge
senior	senior	jj
Senator	senator	nn1
.	.	y
In	in	ii
a	a	at1
suit	suit	nn1
filed	file	vvd_vvn
last	last	md
spring	spring	nn1
,	,	y
Greenspun	greenspun	np1	
charged	charge	vvd
that	that	cst
McCarran	mccarran	np1
had	have	vhd
conspired	conspire	vvn
with	with	iw
more	more	dar
than	than	csn
20	20	mc
Nevada	nevada	np1
gambling	gambling	nn1
casino	casino	nn1
owners	owner	nn2
to	to	to
withdraw	withdraw	vvi
about	about	rg
$8,000	$8,000	nnu
a	a	at1
month	month	nnt1
in	in	ii
casino	casino	nn1
ads	ad	nn2
from	from	ii
the	the	at
Sun	sun	nn1
,	,	y
thus	thus	rr
attempting	attempt	vvg
to	to	to
silence	silence	vvi
the	the	at
paper	paper	nn1
's	's	ge
criticism	criticism	nn1
of	of	io
him	him	ppho1
(	(	y
TIME	time	nnt1
,	,	y
June	june	npm1
16	16	mc
)	)	y
.	.	y
Last	last	md
week	week	nnt1
the	the	at
$225,000	$225,000	nnu
damage	damage	nn1
suit	suit	nn1_vv0
charging	charge	vvg_nn1
that	that	cst
McCarran	mccarran	np1
had	have	vhd
conspired	conspire	vvn
with	with	iw
the	the	at
gamblers	gambler	nn2
was	be	vbdz
settled	settle	vvn
out	out	ii21
of	of	ii22
court	court	nn1
.	.	y
Under	under	ii
the	the	at
terms	term	nn2
of	of	io
the	the	at
settlement	settlement	nn1
the	the	at
amount	amount	nn1
paid	pay	vvn_vvd
to	to	ii
Greenspun	greenspun	np1_nn1	
was	be	vbdz
estimated	estimate	vvn
at	at	ii
$80,000	$80,000	nnu
Said	say	np1_vvd
Greenspun	greenspun	np1	
:	:	y
"	"	"
I	i	ppis1
can	can	vm
view	view	vvi
this	this	dd1
settlement	settlement	nn1
as	as	csa
nothing	nothing	pn1
else	else	rr
but	but	ccb
a	a	at1
complete	complete	jj
vindication	vindication	nn1
of	of	io
my	my	appge
stand	stand	nn1
.	.	y
"	"	"
