@@267171	##	fo
The	the	at
University	university	nn1
of	of	io
Pennsylvania	pennsylvania	np1
(	(	y
enrollment	enrollment	nn1
:	:	y
16,000	16,000	mc
)	)	y
last	last	md
week	week	nnt1
found	find	vvd_vvn
a	a	at1
more	more	rgr
substantial	substantial	jj
reward	reward	nn1
for	for	if
good	good	jj
teachers	teacher	nn2
than	than	csn
a	a	at1
pat	pat	nn1
on	on	ii
the	the	at
back	back	nn1
.	.	y
To	to	ii
each	each	dd1
of	of	io
20	20	mc
faculty	faculty	nn1
members	member	nn2
,	,	y
for	for	if
excellence	excellence	nn1
in	in	ii
undergraduate	undergraduate	nn1
teaching	teaching	nn1_vvg
,	,	y
went	go	vvd
a	a	at1
check	check	nn1
for	for	if
$1,000	$1,000	nnu
,	,	y
reportedly	reportedly	rr
the	the	at
first	first	md
such	such	da
bonus	bonus	nn1
bestowed	bestow	vvn
by	by	ii
a	a	at1
U.S.	u.s.-	np1
college	college	nn1
or	or	cc
university	university	nn1
.	.	y
