@@239519	##	fo
Election	election	nn1
to	to	ii
the	the	at
French	french	jj_nn1
Academy	academy	nn1
is	be	vbz
for	for	if
eternity	eternity	nn1
and	and	cc
its	its	appge
36	36	mc
distinguished	distinguished	jj
members	member	nn2
are	be	vbr
known	know	vvn
as	as	ii
the	the	at
"	"	"
Immortals	immortals	np1
.	.	y
"	"	"
Last	last	md
week	week	nnt1
the	the	at
Immortals	immortals	np1
were	be	vbdr
stunned	stun	vvn
when	when	cs_rrq
72-year-old	72-year-old	jj
Novelist	novelist	nn1
Pierre	pierre	np1
Benoit	benoit	np1
,	,	y
an	an	at1
Academy	academy	nn1
member	member	nn1
since	since	ii
1931	1931	mc
,	,	y
asked	ask	vvd
to	to	to
resign	resign	vvi
.	.	y
The	the	at
Academy	academy	nn1
refused	refuse	vvd_vvn
.	.	y
Said	say	vvd
Nobel	nobel	np1
Prize	prize	nn1
Author	author	nn1
Francois	francois	np1
Mauriac	mauriac	np1
:	:	y
"	"	"
One	one	pn1_mc1
does	do	vdz
not	not	xx
resign	resign	vvi
from	from	ii
the	the	at
Academy	academy	nn1
.	.	y
One	one	pn1_mc1
is	be	vbz
immortal	immortal	jj
for	for	if
eternity	eternity	nn1
.	.	y
"	"	"
Benoit	benoit	vv0_nn1_np1@
,	,	y
touched	touch	vvn
by	by	ii
the	the	at
Academy	academy	nn1
's	's	ge
refusal	refusal	nn1
but	but	ccb
unpersuaded	unpersuaded	jj
,	,	y
replied	reply	vvd
:	:	y
"	"	"
I	i	ppis1
will	will	vm
never	never	rr
again	again	rt
set	set	vvi
foot	foot	nn1
in	in	ii
the	the	at
Academy	academy	nn1
.	.	y
It	it	pph1
would	would	vm
really	really	rr
be	be	vbi
tactless	tactless	jj
of	of	io
me	me	ppio1
.	.	y
"	"	"
Benoit	benoit	np1@_nn1
had	have	vhd
supported	support	vvn
the	the	at
unsuccessful	unsuccessful	jj
Academy	academy	nn1
candidacy	candidacy	nn1
of	of	io
Paul	paul	np1
Morand	morand	np1
,	,	y
a	a	at1
novelist	novelist	nn1
rejected	reject	vvn_vvd
for	for	if
his	his	appge
wartime	wartime	nn1
collaboration	collaboration	nn1
(	(	y
TIME	time	nnt1
,	,	y
May	may	npm1
4	4	mc
)	)	y
.	.	y
Asked	ask	vvn
if	if	cs_csw@
this	this	dd1
was	be	vbdz
a	a	at1
factor	factor	nn1
in	in	ii
his	his	appge
withdrawal	withdrawal	nn1
,	,	y
Benoit	benoit	np1
sidestepped	sidestep	vvd
with	with	iw
Gallic	gallic	jj
nimbleness	nimbleness	nn1
:	:	y
"	"	"
It	it	pph1
was	be	vbdz
not	not	xx
only	only	rr
that	that	dd1
.	.	y
"	"	"
