@@232551	##	fo
With	with	iw
last	last	md
week	week	nnt1
's	's	ge
landing	land	nn1
of	of	io
U.S.	u.s.-	np1
reinforcements	reinforcement	nn2
,	,	y
the	the	at
odds	odds	nn2
in	in	ii
Korea	korea	np1
,	,	y
while	while	cs
still	still	rr
heavily	heavily	rr
against	against	ii
the	the	at
U.S.	u.s.-	np1
,	,	y
were	be	vbdr
beginning	begin	vvg
to	to	ii_to
even	even	rr
up	up	rp
.	.	y
The	the	at
U.S.	u.s.-	np1
now	now	rt
has	have	vhz
part	part	nn1
of	of	io
five	five	mc
infantry	infantry	nn
divisions	division	nn2
in	in	ii
Korea	korea	np1
(	(	y
24th	24th	md
,	,	y
25th	25th	md
,	,	y
2nd	2nd	md
,	,	y
1st	1st	md
Cavalry	cavalry	nn
,	,	y
1st	1st	md
Marine	marine	jj_nn1@
)	)	y
.	.	y
With	with	iw
several	several	da2
independent	independent	jj
combat	combat	nn1
units	unit	nn2
,	,	y
U.S.	u.s.-	np1
strength	strength	nn1
added	add	vvn_vvd
up	up	ii21
to	to	ii22
about	about	ii_rg%
60,000	60,000	mc
men	man	nn2
.	.	y
Most	most	dat
of	of	io
them	them	ppho2
are	be	vbr
still	still	rr
inadequately	inadequately	rr
equipped	equip	vvn
but	but	ccb
more	more	rrr_dar_rgr
and	and	cc
more	more	dar
materiel	materiel	nn1
is	be	vbz
flowing	flow	vvg_jj
in	in	ii_rp@
daily	daily	jj_rr_nn1@
.	.	y
There	there	ex
are	be	vbr
still	still	rr
virtually	virtually	rr
no	no	at
reserves	reserve	nn2
to	to	to
provide	provide	vvi
rest	rest	nn1
periods	period	nn2
for	for	if
the	the	at
men	man	nn2
at	at	ii
the	the	at
front	front	nn1_jj
.	.	y
Fighting	fight	vvg_nn1
with	with	iw
the	the	at
U.S.	u.s.-	np1
,	,	y
are	be	vbr
perhaps	perhaps	rr
50,000	50,000	mc
ill-equipped	ill-equipped	jj
South	south	np1
Koreans	korean	nn2
.	.	y
<P>	<p>	null	
The	the	at
North	north	np1
Koreans	korean	nn2
have	have	vh0
an	an	at1
estimated	estimate	jj@
ten	ten	mc
well-equipped	well-equipped	jj
divisions	division	nn2
in	in	ii
the	the	at
line	line	nn1
,	,	y
approximately	approximately	rr
100,000	100,000	mc
men	man	nn2
.	.	y
They	they	pphs2
have	have	vh0
a	a	at1
reserve	reserve	nn1
of	of	io
draftees	draftee	nn2
numbering	number	vvg
no	no	at
less	less	dar
than	than	csn
50,000	50,000	mc
,	,	y
and	and	cc
another	another	dd1
reserve	reserve	jj_nn1
force	force	nn1
of	of	io
between	between	ii
60,000	60,000	mc
and	and	cc
90,000	90,000	mc
attached	attach	vvn_vvd@
to	to	ii
the	the	at
Chinese	chinese	jj
Communist	communist	jj
army	army	nn1
in	in	ii
Manchuria	manchuria	np1
.	.	y
