@@187677	##	fo
With	with	iw
the	the	at
Union	union	nn1_np1
expanding	expand	vvg
to	to	ii
49	49	mc
states	state	nn2_vvz
to	to	to
take	take	vvi
in	in	ii
Alaska	alaska	np1
,	,	y
more	more	rrr_rgr_dar
and	and	cc
more	more	dar
Americans	american	nn2
want	want	vv0
to	to	to
bring	bring	vvi
in	in	rp_ii@
Hawaii	hawaii	np1
to	to	to
make	make	vvi
it	it	pph1
an	an	at1
even	even	rr
50	50	mc
.	.	y
So	so	rr
reports	report	vvz
George	george	np1
Gallup	gallup	np1
,	,	y
who	who	pnqs
polled	poll	vvd
the	the	at
U.S.	u.s.-	np1
in	in	ii
the	the	at
wake	wake	nn1
of	of	io
the	the	at
Alaska	alaska	np1
statehood	statehood	nn1
fight	fight	nn1_vv0
,	,	y
found	find	vvd
72%	72%	nnu
in	in	ii31
favor	favor	ii32
of	of	ii33
Hawaiian	hawaiian	jj
statehood	statehood	nn1
compared	compare	vvn
to	to	ii
65%	65%	nnu
in	in	ii
favor	favor	nn1
only	only	rr
five	five	mc
months	month	nnt2
ago	ago	ra
.	.	y
Sentiment	sentiment	nn1
was	be	vbdz
strongest	strong	jjt
in	in	ii
the	the	at
West	west	nd1
,	,	y
but	but	ccb
even	even	rr
the	the	at
South	south	nd1
,	,	y
whose	whose	ddqge
Congressmen	congressmen	nn2
have	have	vh0
kept	keep	vvn
the	the	at
Hawaiian	hawaiian	jj
statehood	statehood	nn1
bill	bill	nn1
bottled	bottle	vvn_vvd@
up	up	rp
because	because	ii21
of	of	ii22
objections	objection	nn2
to	to	ii
Hawaii	hawaii	np1
's	's	ge
racial	racial	jj
mixtures	mixture	nn2
,	,	y
is	be	vbz
a	a	at1
surprising	surprising	jj
59%	59%	nnu
in	in	ii
favor	favor	nn1
.	.	y
