@@231456	##	fo
"	"	"
In	in	ii
a	a	at1
world	world	nn1
where	where	rrq
peace	peace	nn1
is	be	vbz
still	still	rr
only	only	rr
a	a	at1
hope	hope	nn1
,	,	y
"	"	"
said	say	vvd
Rodolphe	rodolphe	np1
Rubattel	rubattel	np1	
,	,	y
Swiss	swiss	jj
Minister	minister	nn1
of	of	io
Public	public	jj_nn1
Economy	economy	nn1
,	,	y
"	"	"
we	we	ppis2
must	must	vm
face	face	vvi
the	the	at
possible	possible	jj
eventuality	eventuality	nn1
of	of	io
war	war	nn1
.	.	y
.	.	y
.	.	y
"	"	"
To	to	to
be	be	vbi
prepared	prepare	vvn
for	for	if
all	all	db
eventualities	eventuality	nn2
,	,	y
he	he	pphs1
urged	urge	vvd
the	the	at
well-fed	well-fed	jj_nn1
Swiss	swiss	jj
to	to	to
start	start	vvi
stockpiling	stockpile	vvg_jj@
food	food	nn1
.	.	y
By	by	ii
September	september	npm1
,	,	y
Rubattel	rubattel	np1	
said	say	vvd
last	last	md
week	week	nnt1
,	,	y
every	every	at1
Swiss	swiss	jj
larder	larder	nn1
should	should	vm
contain	contain	vvi
at	at	rr21
least	least	rr22
6	6	mc
lbs	lb	nnu2
.	.	y
of	of	io
sugar	sugar	nn1
,	,	y
4	4	mc
lbs	lb	nnu2
.	.	y
of	of	io
fats	fat	nn2
,	,	y
11	11	mc
lbs	lb	nnu2
.	.	y
of	of	io
rice	rice	nn1
or	or	cc
other	other	jj
foodstuffs	foodstuff	nn2
,	,	y
plus	plus	ii
all	all	db
the	the	at
oats	oats	nn1
,	,	y
barley	barley	nn1
,	,	y
corn	corn	nn1
and	and	cc
vegetables	vegetable	nn2
that	that	cst_dd1
could	could	vm
be	be	vbi
put	put	vvn
away	away	rl
.	.	y
"	"	"
It	it	pph1
's	be	vbz
no	no	at
panic	panic	nn1
measure	measure	nn1
,	,	y
"	"	"
Rubattel	rubattel	np1	
told	tell	vvd
the	the	at
Swiss	swiss	jj
Parliament	parliament	nn1
,	,	y
"	"	"
only	only	rr_jj
common	common	jj
sense	sense	nn1
.	.	y
"	"	"
