@@234733	##	fo
Do	do	vd0
U.S.	u.s.-	np1
physicians	physician	nn2
hand	hand	vv0%_nn1
out	out	rp
too	too	rg
many	many	da2
barbiturates	barbiturate	nn2
?	?	y
Doctors	doctor	nn2
prescribe	prescribe	vv0
from	from	ii
3	3	mc
Dillon	dillon	np1
to	to	ii
4	4	mc
billion	billion	m
doses	dose	nn2
each	each	dd1
year	year	nnt1
and	and	cc
there	there	ex
are	be	vbr
estimated	estimate	vvn
to	to	to
be	be	vbi
at	at	rr21
least	least	rr22
50,000	50,000	mc
confirmed	confirm	jj@_vvd
addicts	addict	nn2
besides	besides	ii
a	a	at1
host	host	nn1
of	of	io
habitual	habitual	jj
users	user	nn2
.	.	y
Two	two	mc
Washington	washington	np1
,	,	y
B.C.	b.c.-a	np1_ra
researchers	researcher	nn2
polled	poll	vvd_vvn
colleagues	colleague	nn2
,	,	y
reported	report	vvn_vvd
in	in	ii
Postgraduate	postgraduate	nn1
Medicine	medicine	nn1
:	:	y
1	1	mc1
)	)	y
most	most	dat
uses	use	nn2
of	of	io
barbiturates	barbiturate	nn2
are	be	vbr
necessary	necessary	jj
or	or	cc
at	at	rr21
least	least	rr22
legitimate	legitimate	jj
;	;	y
2	2	mc
)	)	y
unjustified	unjustified	jj
prescriptions	prescription	nn2
(	(	y
tor	tor	nn1
routine	routine	nn1
sedation	sedation	nn1
or	or	cc
mild	mild	jj
insomnia	insomnia	nn1
)	)	y
do	do	vd0
not	not	xx
occur	occur	vvi
often	often	rr
enough	enough	rr_dd
to	to	to
justify	justify	vvi
new	new	jj
control	control	nn1
legislation	legislation	nn1
;	;	y
3	3	mc
)	)	y
most	most	dat
doctors	doctor	nn2
are	be	vbr
eager	eager	jj
to	to	to
get	get	vvi
rid	rid	vvn
of	of	io
barbiturates	barbiturate	nn2
,	,	y
"	"	"
are	be	vbr
waiting	wait	vvg
only	only	rr
for	for	if
the	the	at
advancement	advancement	nn1
of	of	io
medical	medical	jj
knowledge	knowledge	nn1
and	and	cc
the	the	at
growth	growth	nn1
of	of	io
psychiatric	psychiatric	jj
facilities	facility	nn2
"	"	"
to	to	to
cut	cut	vvi
down	down	rp
.	.	y
