@@263384	##	fo
A	a	at1
few	few	da2
months	month	nnt2
after	after	cs
he	he	pphs1
had	have	vhd
seized	seize	vvn
power	power	nn1
last	last	md
spring	spring	nn1
,	,	y
Cuba	cuba	np1
's	's	ge
Dictator	dictator	nn1
Fulgencio	fulgencio	np1
Batista	batista	np1
magnanimously	magnanimously	rr
proclaimed	proclaim	vvn
that	that	cst_dd1
"	"	"
free	free	jj_vv0@
and	and	cc
fair	fair	jj
elections	election	nn2
"	"	"
for	for	if
the	the	at
presidency	presidency	nn1
would	would	vm
be	be	vbi
held	hold	vvn
in	in	ii
November	november	npm1
1953	1953	mc
.	.	y
Last	last	md
week	week	nnt1
the	the	at
strong	strong	jj
man	man	nn1
changed	change	vvd_vvn
his	his	appge
mind	mind	nn1
.	.	y
His	his	appge
government	government	nn1
announced	announce	vvd_vvn
that	that	cst
no	no	at
elections	election	nn2
will	will	vm
be	be	vbi
held	hold	vvn
till	till	ii
June	june	npm1
1954	1954	mc
,	,	y
when	when	cs_rrq
a	a	at1
new	new	jj
congress	congress	nn1
will	will	vm
be	be	vbi
chosen	choose	vvn
.	.	y
The	the	at
Congressmen	congressmen	nn2_np1
will	will	vm
then	then	rt
decide	decide	vvi
when	when	rrq_cs
Cubans	cuban	nn2
may	may	vm
vote	vote	vvi
on	on	ii
the	the	at
presidency	presidency	nn1
.	.	y
