@@183295	##	fo
After	after	ii
checking	check	vvg
160,000	160,000	mc
income-tax	income-tax	jj
statements	statement	nn2
,	,	y
the	the	at
Bureau	bureau	nn1
of	of	io
Internal	internal	jj
Revenue	revenue	nn1
concluded	conclude	vvd_vvn
that	that	cst_dd1
one	one	mc1
in	in	ii
four	four	mc
returns	return	nn2
are	be	vbr
wrong	wrong	jj_rr@
by	by	ii
at	at	rr21
least	least	rr22
$2	$2	nnu
,	,	y
and	and	cc
almost	almost	rr
always	always	rr
in	in	ii
the	the	at
taxpayer	taxpayer	nn1
's	's	ge
favor	favor	nn1
.	.	y
Worst	bad	jjt
offenders	offender	nn2
are	be	vbr
farmers	farmer	nn2
,	,	y
professional	professional	jj
men	man	nn2
and	and	cc
owners	owner	nn2
of	of	io
small	small	jj
businesses	business	nn2
.	.	y
The	the	at
trouble	trouble	nn1
lies	lie	vvz_nn2
not	not	xx
in	in	ii
innocent	innocent	jj
mistakes	mistake	nn2
of	of	io
addition	addition	nn1
,	,	y
the	the	at
bureau	bureau	nn1
found	find	vvd_vvn
,	,	y
but	but	ccb
in	in	ii
incorrect	incorrect	jj
statements	statement	nn2
of	of	io
income	income	nn1
,	,	y
too	too	rg
generous	generous	jj
personal	personal	jj
deductions	deduction	nn2
,	,	y
bogus	bogus	jj
exemptions	exemption	nn2
for	for	if
dependents	dependent	nn2
.	.	y
Altogether	altogether	rr
such	such	da
"	"	"
errors	error	nn2
,	,	y
"	"	"
as	as	csa
the	the	at
bureau	bureau	nn1
politely	politely	rr
calls	call	vvz
them	them	ppho2
,	,	y
probably	probably	rr
cheated	cheat	vvd_vvn
the	the	at
Government	government	nn1
out	out	ii21
of	of	ii22
$1	$1	nnu
billion	billion	m
.	.	y
