@@230147	##	fo
The	the	at
Finnish	finnish	jj
presidential	presidential	jj
election	election	nn1
campaign	campaign	nn1
was	be	vbdz
accompanied	accompany	vvn
by	by	ii
threats	threat	nn2
and	and	cc
rumblings	rumbling	nn2
from	from	ii
Finland	finland	np1
's	's	ge
massive	massive	jj
neighbor	neighbor	nn1
,	,	y
Russia	russia	np1
.	.	y
Last	last	md
week	week	nnt1
the	the	at
phlegmatic	phlegmatic	jj
Finns	finn	nn2
ignored	ignore	vvd_vvn
the	the	at
threats	threat	nn2
,	,	y
gave	give	vvd
a	a	at1
vote	vote	nn1
of	of	io
confidence	confidence	nn1
to	to	ii
tough	tough	jj_nn1@
,	,	y
79-year-old	79-year-old	jj
President	president	nnb
Juho	juho	np1	
Paasikivi	paasikivi	np1	
,	,	y
the	the	at
symbol	symbol	nn1
of	of	io
their	their	appge
independence	independence	nn1
.	.	y
When	when	cs
the	the	at
presidential	presidential	jj
electors	elector	nn2
meet	meet	vv0
on	on	ii
February	february	npm1
15	15	mc
,	,	y
Paasikivi	paasikivi	np1_nn1	
can	can	vm
count	count	vvi
on	on	ii
171	171	mc
votes	vote	nn2
.	.	y
The	the	at
Communists	communist	nn2
made	make	vvd_vvn
gains	gain	nn2
in	in	ii
the	the	at
popular	popular	jj
vote	vote	nn1
,	,	y
but	but	ccb
won	win	vvd_vvn
only	only	rr
about	about	rg
22%	22%	nnu
of	of	io
the	the	at
electoral	electoral	jj
vote	vote	nn1
.	.	y
Paasikivi	paasikivi	nn2_np1@	
will	will	vm
form	form	vvi
a	a	at1
new	new	jj
government	government	nn1
on	on	ii
March	march	npm1
1	1	mc1
,	,	y
probably	probably	rr
a	a	at1
coalition	coalition	nn1
of	of	io
all	all	db
non-Communist	non-communist	jj
parties	party	nn2
.	.	y
<P>	<p>	null	
The	the	at
election	election	nn1
over	over	rp
,	,	y
Paasikivi	paasikivi	np1_nn1	
sent	send	vvd_vvn
off	off	rp_ii
a	a	at1
stiff	stiff	jj
answer	answer	nn1
to	to	ii
the	the	at
month-old	month-old	jj
Russian	russian	jj
note	note	nn1
accusing	accuse	vvg
Finland	finland	np1
of	of	io
harboring	harbor	vvg_jj@
Soviet	soviet	jj
"	"	"
war	war	nn1
criminals	criminal	nn2
.	.	y
"	"	"
Finland	finland	np1
,	,	y
said	say	vvd
Paasikivi	paasikivi	np1_nn1_jj	
,	,	y
"	"	"
is	be	vbz
entitled	entitle	vvn
to	to	to
reject	reject	vvi
categorically	categorically	rr
the	the	at
assertions	assertion	nn2
that	that	cst_dd1
Finnish	finnish	jj
authorities	authority	nn2
have	have	vh0
supplied	supply	vvn
war	war	nn1
criminals	criminal	nn2
with	with	iw
faked	fake	jj@
documents	document	nn2
.	.	y
"	"	"
