@@195971	##	fo
In	in	ii
August	august	npm1
1950	1950	mc
,	,	y
Russian-born	russian-born	jj_nn1
Ben	ben	np1
Gold	gold	np1
,	,	y
president	president	nn1
of	of	io
the	the	at
Red-dominated	red-dominated	jj_nn1	
International	international	jj
Fur	fur	nn1
and	and	cc
Leather	leather	nn1
Workers	worker	nn2
Union	union	nn1_np1
,	,	y
publicly	publicly	rr
renounced	renounce	vvd_vvn
his	his	appge
30-year	30-year	jj
membership	membership	nn1
in	in	ii
the	the	at
Communist	communist	jj
Party	party	nn1
.	.	y
Soon	soon	rr
after	after	cs
,	,	y
he	he	pphs1
signed	sign	vvd
the	the	at
non-Communist	non-communist	jj
oath	oath	nn1
,	,	y
which	which	ddq
the	the	at
Taft-Hartley	taft-hartley	np1
Act	act	nn1
requires	require	vvz
of	of	io
all	all	db
labor	labor	nn1_vv0@
leaders	leader	nn2
whose	whose	ddqge
unions	union	nn2
want	want	vv0
the	the	at
all-important	all-important	jj
services	service	nn2
of	of	io
the	the	at
National	national	jj
Labor	labor	nn1
Relations	relation	nn2
Board	board	nn1_vv0@
.	.	y
Last	last	md
week	week	nnt1
a	a	at1
federal	federal	jj
grand	grand	jj
jury	jury	nn1
in	in	ii
Washington	washington	np1
,	,	y
convinced	convince	vvn
by	by	ii
the	the	at
Justice	justice	nn1
Department	department	nn1
that	that	cst_dd1
Gold	gold	nn1
's	's	ge
conversion	conversion	nn1
was	be	vbdz
no	no	at_rr%
more	more	dar_rrr
than	than	csn
skin-deep	skin-deep	jj
,	,	y
indicted	indict	vvd
him	him	ppho1
on	on	ii
the	the	at
charge	charge	nn1
that	that	cst
he	he	pphs1
had	have	vhd
perjured	perjure	vvn
himself	himself	ppx1
by	by	ii
signing	sign	vvg
the	the	at
NLRB	nlrb	np1
affidavit	affidavit	nn1
.	.	y
Had	have	vhd
the	the	at
grand	grand	jj
jury	jury	nn1
delayed	delay	vvd_vvn
one	one	mc1
more	more	dar
day	day	nnt1
the	the	at
statute	statute	nn1
of	of	io
limitations	limitation	nn2
would	would	vm
have	have	vhi
rendered	render	vvn
55-year-old	55-year-old	jj
Ben	ben	np1
Gold	gold	np1
immune	immune	jj
to	to	ii
prosecution	prosecution	nn1
.	.	y
