@@191082	##	fo
Sir	sir	nnb
James	james	np1
Matthew	matthew	np1
Barrie	barrie	np1
's	's	ge
Peter	peter	np1
Pan	pan	np1
,	,	y
originally	originally	rr
produced	produce	vvn_vvd
in	in	ii
London	london	np1
in	in	ii
1904	1904	mc
with	with	iw
the	the	at
late	late	jj
Nina	nina	np1
Boucicault	boucicault	np1_nn1_vv0
as	as	ii_csa
the	the	at
Boy	boy	nn1
Who	who	pnqs
Would	would	vm
Not	not	xx
Grow	grow	vv0
Up	up	rp
,	,	y
ran	run	vvd
for	for	if
145	145	mc
performances	performance	nn2
.	.	y
The	the	at
play	play	nn1
has	have	vhz
been	be	vbn
revived	revive	vvn
in	in	ii
London	london	np1
every	every	at1
Christmas	christmas	nnt1
season	season	nnt1
since	since	cs_rr@
,	,	y
except	except	cs
in	in	ii
the	the	at
blitz	blitz	nn1
years	year	nnt2
of	of	io
'	'	ge
40	40	mc
and	and	cc
'	'	ge
41	41	mc
.	.	y
On	on	ii
Broadway	broadway	np1_nn1
,	,	y
Maude	maude	np1
Adams	adams	np1
played	play	vvd
Peter	peter	np1
over	over	rg
300	300	mc
times	time	nnt2
between	between	ii
1905	1905	mc
and	and	cc
1916	1916	mc
.	.	y
Marilyn	marilyn	np1
Miller	miller	np1
and	and	cc
Eva	eva	np1
Le	le	np1
Gallienne	gallienne	np1
had	have	vhd
flings	fling	nn2@
at	at	ii
revivals	revival	nn2
in	in	ii
the	the	at
'	'	"@_ge
20s	20s	mc2
and	and	cc
'	'	"@_ge
30s	30s	mc2
.	.	y
Last	last	md
week	week	nnt1
,	,	y
the	the	at
current	current	jj
Broadway	broadway	nn1
production	production	nn1
,	,	y
with	with	iw
Jean	jean	np1
Arthur	arthur	np1
and	and	cc
Boris	boris	np1
Karloff	karloff	np1
,	,	y
played	play	vvd
its	its	appge
238th	238th	md	
performance	performance	nn1
,	,	y
setting	set	vvg
a	a	at1
new	new	jj
Peter	peter	np1
Pan	pan	np1
record	record	nn1
;	;	y
and	and	cc
there	there	ex
was	be	vbdz
no	no	at
sign	sign	nn1_vv0
that	that	cst
the	the	at
show	show	nn1
would	would	vm
be	be	vbi
closing	close	vvg
any	any	dd
time	time	nnt1
soon	soon	rr
.	.	y
