@@190081	##	fo
Ten	ten	mc
days	day	nnt2
after	after	ii_cs
the	the	at
first	first	md
U.S.	u.s.-	np1
ground	ground	nn1_jj@_vvd@
troops	troop	nn2
went	go	vvd
into	into	ii
action	action	nn1
in	in	ii
Korea	korea	np1
June	june	npm1
25	25	mc
,	,	y
the	the	at
U.N	un	np1
.	.	y
Security	security	nn1
Council	council	nn1
asked	ask	vvd
50	50	mc
other	other	jj
U.N	un	np1
.	.	y
member	member	nn1
nations	nation	nn2
to	to	to
supply	supply	vvi
troops	troop	nn2
.	.	y
By	by	ii
last	last	md
week	week	nnt1
,	,	y
the	the	at
replies	reply	nn2
added	add	vvd_vvn
up	up	rp
to	to	ii
promises	promise	nn2
of	of	io
about	about	rg
27,000	27,000	mc
fighting	fight	nn1_vvg_jj%
men	man	nn2
.	.	y
<P>	<p>	null	
The	the	at
bulk	bulk	nn1
of	of	io
these	these	dd2
would	would	vm
come	come	vvi
from	from	ii
the	the	at
British	british	jj
Commonwealth	commonwealth	nn1
.	.	y
Australia	australia	np1
indicated	indicate	vvd
that	that	cst
she	she	pphs1
would	would	vm
supply	supply	vvi
10,000	10,000	mc
men	man	nn2
;	;	y
the	the	at
United	united	np1
Kingdom	kingdom	np1
at	at	rr21
least	least	rr22
a	a	at1
brigade	brigade	nn1
(	(	y
about	about	rg
5,000	5,000	mc
men	man	nn2
)	)	y
;	;	y
New	new	np1
Zealand	zealand	np1
a	a	at1
combat	combat	nn1
force	force	nn1
of	of	io
unspecified	unspecified	jj
strength	strength	nn1
.	.	y
(	(	y
At	at	ii
week	week	nnt1
's	's	ge
end	end	nn1
4,000	4,000	mc
New	new	jj
Zealanders	zealander	nn2
had	have	vhd
volunteered	volunteer	vvn
.	.	y
)	)	y
Turkey	turkey	np1
offered	offer	vvd
4,500	4,500	mc
troops	troop	nn2
,	,	y
Siam	siam	np1
4,000	4,000	mc
;	;	y
Bolivia	bolivia	np1
promised	promise	vvd
30	30	mc
officers	officer	nn2
.	.	y
