@@230859	##	fo
Two	two	mc
serious	serious	jj
presidential	presidential	jj
possibilities	possibility	nn2
,	,	y
Averell	averell	np1
Harriman	harriman	np1_nn1
and	and	cc
Adlai	adlai	np1
Stevenson	stevenson	np1
,	,	y
have	have	vh0
been	be	vbn
divorced	divorce	vvn
.	.	y
Pollster	pollster	np1@
George	george	np1
Gallup	gallup	np1
tried	try	vvd
to	to	to
find	find	vvi
out	out	rp
how	how	rgq@
much	much	da1
of	of	io
a	a	at1
handicap	handicap	nn1
divorce	divorce	nn1
would	would	vm
be	be	vbi
to	to	ii
a	a	at1
candidate	candidate	nn1
.	.	y
His	his	appge
results	result	nn2
:	:	y
more	more	dar_rrr
than	than	csn
81%	81%	nnu
of	of	io
his	his	appge
sample	sample	nn1
said	say	vvd
they	they	pphs2
would	would	vm
vote	vote	vvi
for	for	if
a	a	at1
qualified	qualify	jj
candidate	candidate	nn1
even	even	cs21
if	if	cs22
he	he	pphs1
were	be	vbdr
divorced	divorce	vvn_jj
,	,	y
14%	14%	nnu
would	would	vm
not	not	xx
.	.	y
<P>	<p>	null	
Gallup	gallup	np1
also	also	rr
tried	try	vvd
to	to	to
get	get	vvi
the	the	at
voting	vote	nn1
public	public	nn1
's	's	ge
opinion	opinion	nn1
on	on	ii
putting	put	vvg
a	a	at1
military	military	jj
man	man	nn1
in	in	ii
the	the	at
White	white	np1
House	house	nn1
.	.	y
Of	of	io
those	those	dd2
interviewed	interview	vvn_vvd
,	,	y
70%	70%	nnu
said	say	vvd
they	they	pphs2
would	would	vm
vote	vote	vvi
for	for	if
a	a	at1
military	military	jj
man	man	nn1
;	;	y
25%	25%	nnu
said	say	vvd
they	they	pphs2
would	would	vm
not	not	xx
.	.	y
