@@306643	##	fo
The	the	at
umbilical	umbilical	jj
cord	cord	nn1
connecting	connect	vvg
these	these	dd2
two	two	mc
airplanes	airplane	nn2
is	be	vbz
a	a	at1
refueling	refuel	jj@_nn1@
device	device	nn1
recently	recently	rr
developed	develop	vvn
by	by	ii
Boeing	boeing	np1
Airplane	airplane	np1
Co	co	np1_nn1
.	.	y
Most	most	dat
refueling	refuel	nn1@_jj@
of	of	io
airplanes	airplane	nn2
from	from	ii
flying	fly	jj_vvg_nn1
"	"	"
tankers	tanker	nn2
"	"	"
has	have	vhz
been	be	vbn
done	do	vdn
by	by	ii
a	a	at1
flexible	flexible	jj
hose	hose	nn1
which	which	ddq
the	the	at
airplane	airplane	nn1
must	must	vm
catch	catch	vvi
and	and	cc
attach	attach	vvi
.	.	y
Because	because	cs
the	the	at
old	old	jj
system	system	nn1
has	have	vhz
many	many	da2
disadvantages	disadvantage	nn2
,	,	y
Boeing	boeing	np1
switched	switch	vvd
to	to	ii
this	this	dd1
rigid	rigid	jj
,	,	y
tubular	tubular	jj
"	"	"
boom	boom	nn1
"	"	"
that	that	cst_dd1
swings	swing	vvz_nn2
below	below	ii
the	the	at
tail	tail	nn1
of	of	io
the	the	at
tanker	tanker	nn1
.	.	y
The	the	at
position	position	nn1
in	in	ii
which	which	ddq
it	it	pph1
hangs	hang	vvz
can	can	vm
be	be	vbi
controlled	control	vvn
by	by	ii
small	small	jj
movable	movable	jj
vanes	vane	nn2
near	near	ii
the	the	at
boom	boom	nn1
's	's	ge
tip	tip	nn1
.	.	y
A	a	at1
man	man	nn1
in	in	ii
the	the	at
tail-gunner	tail-gunner	nn1	
's	's	ge
turret	turret	nn1
of	of	io
the	the	at
tanker	tanker	nn1
plane	plane	nn1
watches	watch	vvz
the	the	at
receiving	receive	jj@_nn1@
plane	plane	nn1
approach	approach	nn1
,	,	y
and	and	cc
"	"	"
flies	fly	vvz
"	"	"
the	the	at
boom	boom	nn1
into	into	ii
a	a	at1
socket	socket	nn1
on	on	ii31
top	top	ii32
of	of	ii33
the	the	at
nose	nose	nn1
.	.	y
Then	then	rt
the	the	at
fuel	fuel	nn1
is	be	vbz
forced	force	vvn
through	through	ii
the	the	at
tube	tube	nn1
under	under	ii
pressure	pressure	nn1
.	.	y
