@@190680	##	fo
The	the	at
U.N	un	np1
.	.	y
General	general	jj_nn1
Assembly	assembly	nn1
last	last	md
week	week	nnt1
overwhelmingly	overwhelmingly	rr
approved	approve	vvd_vvn
the	the	at
British	british	jj
resolution	resolution	nn1
(	(	y
backed	back	vvn
by	by	ii
the	the	at
U.S.	u.s.-	np1
)	)	y
for	for	if
a	a	at1
free	free	jj
,	,	y
united	unite	vvd_jj
Korea	korea	np1
,	,	y
with	with	iw
47	47	mc
nations	nation	nn2
voting	vote	vvg_nn1
for	for	if
it	it	pph1
,	,	y
eight	eight	mc
abstaining	abstain	jj@_vvg_nn1@	
and	and	cc
only	only	rr
the	the	at
five	five	mc
Russian	russian	jj
bloc	bloc	nn1
countries	country	nn2
against	against	ii
it	it	pph1
.	.	y
The	the	at
resolution	resolution	nn1
recommends	recommend	vvz
"	"	"
that	that	cst
all	all	db
appropriate	appropriate	jj
steps	step	nn2
be	be	vbi
taken	take	vvn
to	to	to
ensure	ensure	vvi
conditions	condition	nn2
of	of	io
stability	stability	nn1
throughout	throughout	ii
Korea	korea	np1
,	,	y
"	"	"
thereby	thereby	rr
implicitly	implicitly	rr
instructing	instruct	vvg
U.N	un	np1
.	.	y
forces	force	nn2
to	to	to
cross	cross	vvi
the	the	at
38th	38th	md
parallel	parallel	nn1
.	.	y
<P>	<p>	null	
The	the	at
resolution	resolution	nn1
also	also	rr
calls	call	vvz
for	for	if
1	1	mc1
)	)	y
free	free	vv0@_jj
U.N.-supervised	u.n.-supervised	nnu
elections	election	nn2
and	and	cc
establishment	establishment	nn1
of	of	io
a	a	at1
democratic	democratic	jj
regime	regime	nn1
for	for	if
all	all	db
Korea	korea	np1
;	;	y
2	2	mc
)	)	y
a	a	at1
seven-nation	seven-nation	jj_nn1	
U.N	un	np1
.	.	y
commission	commission	vv0@_nn1
to	to	to
help	help	vvi
set	set	vvn_vv0_nn1_vvd
up	up	rp
the	the	at
new	new	jj
government	government	nn1
and	and	cc
help	help	vv0_nn1
rehabilitate	rehabilitate	vvi
Korea	korea	np1
;	;	y
3	3	mc
)	)	y
speedy	speedy	jj
relief	relief	nn1
for	for	if
the	the	at
war-torn	war-torn	jj
country	country	nn1
.	.	y
