@@187877	##	fo
At	at	ii
inaugural	inaugural	jj
ceremonies	ceremony	nn2
for	for	if
the	the	at
University	university	nn1
of	of	io
Washington	washington	np1
's	's	ge
new	new	jj
president	president	nn1
,	,	y
Charles	charles	np1
E.	e.	np1
Odegaard	odegaard	np1	
,	,	y
President	president	nnb
Clark	clark	np1
Kerr	kerr	np1
of	of	io
the	the	at
University	university	nn1
of	of	io
California	california	np1
last	last	md
week	week	nnt1
offered	offer	vvd_vvn
some	some	dd
of	of	io
the	the	at
green	green	jj_nn1
fruit	fruit	nn
of	of	io
his	his	appge
experience	experience	nn1
:	:	y
"	"	"
I	i	ppis1
find	find	vv0
that	that	cst
the	the	at
three	three	mc
major	major	jj
administrative	administrative	jj
problems	problem	nn2
on	on	ii
a	a	at1
campus	campus	nn1
are	be	vbr
sex	sex	nn1
for	for	if
the	the	at
students	student	nn2
,	,	y
athletics	athletics	nn1
for	for	if
the	the	at
alumni	alumni	nn2
and	and	cc
parking	parking	nn1_vvg@
for	for	if
the	the	at
faculty	faculty	nn1
.	.	y
"	"	"
