@@308619	##	fo
"	"	"
In	in	ii31
spite	spite	ii32
of	of	ii33
our	our	appge
serious	serious	jj
doubts	doubt	nn2
,	,	y
"	"	"
wrote	write	vvd
Soviet	soviet	jj
Premier	premier	nn1_jj
Nikita	nikita	np1
Khrushchev	khrushchev	np1
to	to	ii
President	president	nnb
Eisenhower	eisenhower	np1
last	last	md
week	week	nnt1
,	,	y
Russia	russia	np1
is	be	vbz
"	"	"
prepared	prepare	vvn
to	to	to
try	try	vvi
out	out	rp
"	"	"
the	the	at
Eisenhower	eisenhower	np1
proposal	proposal	nn1
for	for	if
joint	joint	jj
technical	technical	jj
studies	study	nn2
on	on	ii
nuclear-test	nuclear-test	jj_nn1	
detection	detection	nn1
.	.	y
Even	even	rr
with	with	iw
the	the	at
"	"	"
serious	serious	jj
doubts	doubt	nn2
"	"	"
attached	attach	vvn_vvd@
,	,	y
this	this	dd1
was	be	vbdz
a	a	at1
surprising	surprising	jj
concession	concession	nn1
;	;	y
Russia	russia	np1
had	have	vhd
rejected	reject	vvn
similar	similar	jj
U.S.	u.s.-	np1
proposals	proposal	nn2
time	time	rr31
and	and	rr32
again	again	rr33
.	.	y
<P>	<p>	null	
With	with	iw
the	the	at
wariness	wariness	nn1
of	of	io
a	a	at1
man	man	nn1
accepting	accept	vvg
a	a	at1
cigar	cigar	nn1
from	from	ii
a	a	at1
notorious	notorious	jj
practical	practical	jj
joker	joker	nn1
,	,	y
the	the	at
White	white	np1
House	house	nn1
noted	note	vvd_vvn
that	that	cst
the	the	at
letter	letter	nn1
"	"	"
seems	seem	vvz
"	"	"
to	to	to
accept	accept	vvi
the	the	at
U.S.	u.s.-	np1
position	position	nn1
on	on	ii
the	the	at
need	need	nn1
for	for	if
joint	joint	jj
technical	technical	jj
studies	study	nn2
as	as	ii_csa
a	a	at1
possible	possible	jj
"	"	"
basis	basis	nn1
for	for	if
progress	progress	nn1
toward	toward	ii
agreement	agreement	nn1
on	on	ii
disarmament	disarmament	nn1
.	.	y
"	"	"
Added	add	jj
Secretary	secretary	nn1
of	of	io
State	state	nn1
Dulles	dulles	np1
,	,	y
who	who	pnqs
has	have	vhz
seen	see	vvn
many	many	da2
a	a	at1
Red	red	jj
cigar	cigar	nn1
explode	explode	vv0
:	:	y
"	"	"
We	we	ppis2
do	do	vd0
n't	n't	xx
get	get	vvi
optimistic	optimistic	jj
quickly	quickly	rr
about	about	ii
these	these	dd2
matters	matter	nn2
,	,	y
but	but	ccb
at	at	rr21
least	least	rr22
there	there	ex
is	be	vbz
some	some	dd
progress	progress	nn1
.	.	y
"	"	"
