@@237028	##	fo
At	at	ii
the	the	at
South	south	nd1
Pole	pole	nn1
,	,	y
nations	nation	nn2
wrangle	wrangle	vv0
over	over	rp_ii
claims	claim	nn2
but	but	ccb
do	do	vd0
not	not	xx
bristle	bristle	vvi
with	with	iw
arms	arm	nn2
.	.	y
Last	last	md
week	week	nnt1
President	president	nnb
Eisenhower	eisenhower	np1
invited	invite	vvd
Russia	russia	np1
and	and	cc
ten	ten	mc
other	other	jj
interested	interested	jj
nations	nation	nn2
to	to	to
join	join	vvi
the	the	at
U.S.	u.s.-	np1
in	in	ii
a	a	at1
treaty	treaty	nn1
guaranteeing	guarantee	vvg
that	that	cst
"	"	"
the	the	at
vast	vast	jj
,	,	y
uninhabited	uninhabited	jj
wastes	waste	nn2
of	of	io
Antarctica	antarctica	np1
be	be	vbi
used	use	vvn
only	only	rr
for	for	if
peaceful	peaceful	jj
purposes	purpose	nn2
.	.	y
"	"	"
The	the	at
U.S.	u.s.-	np1
,	,	y
which	which	ddq
has	have	vhz
made	make	vvn
no	no	at
territorial	territorial	jj
claim	claim	nn1
in	in	ii
Antarctica	antarctica	np1
and	and	cc
does	do	vdz
not	not	xx
recognize	recognize	vvi
the	the	at
frequently	frequently	rr
overlapping	overlap	jj_vvg
claims	claim	nn2
of	of	io
seven	seven	mc
other	other	jj
countries	country	nn2
(	(	y
Britain	britain	np1
,	,	y
Australia	australia	np1
,	,	y
Chile	chile	np1
,	,	y
Argentina	argentina	np1
,	,	y
France	france	np1
,	,	y
New	new	np1
Zealand	zealand	np1
,	,	y
Norway	norway	np1
)	)	y
,	,	y
proposed	propose	vvd_vvn
that	that	cst
the	the	at
area	area	nn1
be	be	vbi
left	leave	vvn_jj
open	open	jj
to	to	ii
all	all	db
nations	nation	nn2
for	for	if
scientific	scientific	jj
research	research	nn1
"	"	"
for	for	if
the	the	at
benefit	benefit	nn1
of	of	io
all	all	db
mankind	mankind	nn1
,	,	y
"	"	"
and	and	cc
pointed	point	vvd_vvn
to	to	ii
the	the	at
discoveries	discovery	nn2
already	already	rr
made	make	vvn_vvd
during	during	ii
the	the	at
International	international	jj
Geophysical	geophysical	jj
Year	year	nnt1
.	.	y
