@@241317	##	fo
The	the	at
most	most	rgt
popular	popular	jj
movies	movie	nn2
in	in	ii
the	the	at
U.S.	u.s.-	np1
last	last	md
month	month	nnt1
,	,	y
according	according	ii21
to	to	ii22
Variety	variety	nn1
:	:	y
<P>	<p>	null	
1	1	mc1
)	)	y
The	the	at
Ten	ten	mc
Commandments	commandment	nn2
(	(	y
Paramount	paramount	np1
)	)	y
2	2	mc
)	)	y
Heaven	heaven	nn1
Knows	know	vvz
,	,	y
Mr.	mr.-	nnb
Allison	allison	np1
(	(	y
20th	20th	md
Century-Fox	century-fox	np1
)	)	y
3	3	mc
)	)	y
Around	around	ii
the	the	at
World	world	nn1
in	in	ii
80	80	mc
Days	day	nnt2
(	(	y
Mike	mike	np1
Todd	todd	np1
;	;	y
United	united	jj
Artists	artist	nn2
)	)	y
4	4	mc
)	)	y
The	the	at
Seven	seven	mc
Wonders	wonder	nn2
of	of	io
the	the	at
World	world	nn1
(	(	y
Independent	independent	np1
)	)	y
5	5	mc
)	)	y
Funny	funny	jj
Face	face	nn1
(	(	y
Paramount	paramount	np1
)	)	y
6	6	mc
)	)	y
Designing	design	vvg
Woman	woman	nn1
(	(	y
MGM	mgm	np1_nnu%
)	)	y
7	7	mc
)	)	y
Cinderella	cinderella	np1
(	(	y
Disney	disney	np1
)	)	y
8	8	mc
)	)	y
The	the	at
Shrinking	shrinking	jj_nn1
Man	man	nn1
(	(	y
Universal	universal	jj
)	)	y
9	9	mc
)	)	y
The	the	at
Tattered	tattered	jj
Dress	dress	nn1
(	(	y
Universal	universal	jj
)	)	y
10	10	mc
)	)	y
Twelve	twelve	mc
Angry	angry	jj
Men	man	nn2
(	(	y
United	united	jj
Artists	artist	nn2
)	)	y
