@@264574	##	fo
New	new	jj
drugs	drug	nn2
for	for	if
the	the	at
mentally	mentally	rr
ill	ill	jj
are	be	vbr
causing	cause	vvg
a	a	at1
revolutionary	revolutionary	jj
change	change	nn1
in	in	ii
New	new	np1
York	york	np1
's	's	ge
27	27	mc
state	state	nn1_vv0
hospitals	hospital	nn2
.	.	y
For	for	if
years	year	nnt2
,	,	y
admissions	admission	nn2
have	have	vh0
been	be	vbn
increasing	increase	vvg
at	at	ii
a	a	at1
rate	rate	nn1
of	of	io
3,000	3,000	mc
annually	annually	rr
.	.	y
Now	now	rt
the	the	at
department	department	nn1
of	of	io
mental	mental	jj
hygiene	hygiene	nn1
reports	report	vvz
a	a	at1
19%	19%	nnu
increase	increase	nn1_vv0
in	in	ii
discharges	discharge	nn2
and	and	cc
expects	expect	vvz
a	a	at1
net	net	jj_nn1
drop	drop	nn1
in	in	ii
admissions	admission	nn2
.	.	y
Reason	reason	nn1_vv0@
:	:	y
mentally	mentally	rr
disturbed	disturb	jj_vvn
patients	patient	nn2
are	be	vbr
being	be	vbg
treated	treat	vvn
earlier	early	rrr
and	and	cc
more	more	rgr
effectively	effectively	rr
with	with	iw
the	the	at
drugs	drug	nn2
chlorpromazine	chlorpromazine	nn1
and	and	cc
reserpine	reserpine	nn1_vv0	
(	(	y
TIME	time	nnt1
,	,	y
March	march	npm1
7	7	mc
)	)	y
.	.	y
Many	many	da2
illnesses	illness	nn2
are	be	vbr
being	be	vbg
arrested	arrest	vvn
or	or	cc
alleviated	alleviate	vvn_vvd
so	so	cs21
that	that	cs22
the	the	at
victims	victim	nn2
do	do	vd0
not	not	xx
require	require	vvi
commitment	commitment	nn1
.	.	y
