@@239820	##	fo
Michigan	michigan	np1
's	's	ge_vbz
Democratic	democratic	jj
Governor	governor	nnb
G.	g.-a	np1
Mennen	mennen	np1
(	(	y
"	"	"
Soapy	soapy	jj
"	"	"
)	)	y
Williams	williams	np1
cleaned	clean	vvd
up	up	rp
last	last	md
week	week	nnt1
in	in	ii
the	the	at
biennial	biennial	nn1
spring	spring	nn1
elections	election	nn2
for	for	if
lesser	lesser	jj
state	state	nn1
and	and	cc
county	county	nn1
offices	office	nn2
traditionally	traditionally	rr
held	hold	vvn
by	by	ii
Republicans	republican	nn2
.	.	y
Soapy	soapy	jj
stumped	stump	vvn_jj_vvd@
the	the	at
state	state	nn1
personally	personally	rr
,	,	y
staking	stake	vvg
in	in	ii
the	the	at
campaign	campaign	nn1
his	his	appge
prestige	prestige	nn1
,	,	y
and	and	cc
plentiful	plentiful	jj
cash	cash	nn1
(	(	y
donated	donate	vvn
by	by	ii
the	the	at
United	united	jj
Auto	auto	nn1
Workers	worker	nn2
)	)	y
.	.	y
On	on	ii
election	election	nn1
day	day	nnt1
the	the	at
Democrats	democrat	nn2
took	take	vvd
Detroit	detroit	np1
two	two	mc
to	to	ii
one	one	mc1
,	,	y
won	win	vvd_vvn
five	five	mc
of	of	io
the	the	at
eight	eight	mc
state	state	nn1_vv0
offices	office	nn2
at	at	ii
stake	stake	nn1
,	,	y
swamped	swamp	vvd_vvn
the	the	at
Republican	republican	nn1_jj@
state	state	nn1
slate	slate	nn1
for	for	if
the	the	at
first	first	md
time	time	nnt1
in	in	ii
a	a	at1
spring	spring	nn1
election	election	nn1
since	since	ii
1933	1933	mc
.	.	y
Afterwards	afterwards	rt
,	,	y
the	the	at
Detroit	detroit	np1
Times	time	nnt2
sized	size	vvn_vvd@
up	up	rp_ii@
ambitious	ambitious	jj
young	young	jj
(	(	y
44	44	mc
)	)	y
Soapy	soapy	jj
:	:	y
"	"	"
The	the	at
strongest	strong	jjt
leader	leader	nn1
his	his	appge
party	party	nn1
has	have	vhz
had	have	vhn
in	in	ii
this	this	dd1
century	century	nnt1
in	in	ii
Michigan	michigan	np1
.	.	y
"	"	"
