@@190778	##	fo
A	a	at1
few	few	da2
weeks	week	nnt2
ago	ago	ra
Berliners	berliner	nn2
and	and	cc
West	west	np1
Germans	german	nn2
were	be	vbdr
tense	tense	jj
with	with	iw
the	the	at
knowledge	knowledge	nn1
that	that	cst
thousands	thousands	m
of	of	io
Red	red	jj
troops	troop	nn2
,	,	y
at	at	ii
the	the	at
peak	peak	nn1
of	of	io
fitness	fitness	nn1
after	after	ii
summer	summer	nnt1
maneuvers	maneuver	nn2_vvz
,	,	y
stood	stand	vvd
menacingly	menacingly	rr
along	along	ii_rp
the	the	at
zonal	zonal	jj
borders	border	nn2
.	.	y
There	there	ex
was	be	vbdz
talk	talk	nn1
of	of	io
"	"	"
the	the	at
October	october	npm1
1	1	mc1
danger	danger	nn1
point	point	nn1
.	.	y
"	"	"
The	the	at
point	point	nn1
passed	pass	vvd_vvn
,	,	y
the	the	at
troops	troop	nn2
withdrew	withdraw	vvd
.	.	y
Last	last	md
week	week	nnt1
Free	free	jj_vv0@
Germany	germany	np1
stopped	stop	vvd
holding	hold	vvg
its	its	appge
breath	breath	nn1
:	:	y
the	the	at
Soviet	soviet	jj
soldiers	soldier	nn2
had	have	vhd
moved	move	vvn
back	back	rp
into	into	ii
winter	winter	nnt1
quarters	quarter	nn2
.	.	y
