@@190382	##	fo
Why	why	rrq
is	be	vbz
there	there	ex
a	a	at1
shortage	shortage	nn1
of	of	io
nurses	nurse	nn2
?	?	y
The	the	at
California	california	np1
State	state	nn1
Senate	senate	nn1
Committee	committee	nn1
,	,	y
investigating	investigate	vvg
the	the	at
problem	problem	nn1
in	in	ii
Los	los	np1
Angeles	angeles	np1
,	,	y
last	last	md
week	week	nnt1
heard	hear	vvd_vvn
a	a	at1
disarmingly	disarmingly	rr
simple	simple	jj
explanation	explanation	nn1
:	:	y
nurses	nurse	nn2
make	make	vv0
such	such	da
good	good	jj
wives	wife	nn2
.	.	y
<P>	<p>	null	
"	"	"
Registered	register	jj
nurses	nurse	nn2
are	be	vbr
prime	prime	jj
wife	wife	nn1
material	material	nn1
,	,	y
"	"	"
reported	report	vvd
Dr.	dr.-i	nnb
Donald	donald	np1
Cass	cass	np1_vv0
gravely	gravely	rr
,	,	y
"	"	"
because	because	cs
the	the	at
same	same	da
emotional	emotional	jj
and	and	cc
psychological	psychological	jj
urges	urge	nn2
which	which	ddq
lead	lead	vv0
them	them	ppho2
into	into	ii
the	the	at
nursing	nursing	jj_nn1
profession	profession	nn1
make	make	vv0
them	them	ppho2
excellent	excellent	jj
wives	wife	nn2
and	and	cc
mothers	mother	nn2
.	.	y
Only	only	rr
about	about	rg
20%	20%	nnu
of	of	io
all	all	db
graduate	graduate	nn1_vv0
R.N.s	r.n.s	np2	
follow	follow	vv0
their	their	appge
profession	profession	nn1
for	for	if
any	any	dd
considerable	considerable	jj
length	length	nn1
of	of	io
time	time	nnt1
.	.	y
They	they	pphs2
tend	tend	vv0
to	to	to
be	be	vbi
snapped	snap	vvn@
up	up	rp
by	by	ii
sensible	sensible	jj
young	young	jj
men	man	nn2
.	.	y
A	a	at1
nurse	nurse	nn1
learns	learn	vvz
to	to	to
care	care	vvi
for	for	if
other	other	jj
people	people	nn
's	's	ge
pains	pain	nn2
,	,	y
instead	instead	ii21
of	of	ii22
spilling	spill	vvg
out	out	rp
her	her	appge
own	own	da
problems	problem	nn2
.	.	y
She	she	pphs1
takes	take	vvz
to	to	ii
family	family	nn1
life	life	nn1
like	like	ii
an	an	at1
old	old	jj
hen	hen	nn1
taking	take	vvg
over	over	rp_ii
a	a	at1
brood	brood	nn1
of	of	io
chickens	chicken	nn2
.	.	y
It	it	pph1
's	be	vbz
no	no	at
wonder	wonder	nn1_vv0
there	there	ex
's	be	vbz
a	a	at1
nurse	nurse	nn1
shortage	shortage	nn1
.	.	y
"	"	"
