@@232445	##	fo
Variety	variety	nn1
's	's	ge
monthly	monthly	jj
poll	poll	nn1
of	of	io
U.S.	u.s.-	np1
box-office	box-office	jj_nn1
favorites	favorite	nn2
,	,	y
which	which	ddq
rarely	rarely	rr
turns	turn	vvz
up	up	rp
a	a	at1
discernible	discernible	jj
trend	trend	nn1
,	,	y
showed	show	vvd
one	one	mc1_pn1
last	last	md
week	week	nnt1
.	.	y
February	february	npm1
's	's	ge
list	list	nn1
of	of	io
winners	winner	nn2
found	find	vvd_vvn
war	war	nn1
films	film	nn2
solidly	solidly	rr
entrenched	entrench	vvn_vvd
from	from	ii
second	second	nnt1_md
to	to	ii
fourth	fourth	md
place	place	nn1_vv0
:	:	y
<P>	<p>	null	
1	1	mc1
)	)	y
Samson	samson	np1
and	and	cc
Delilah	delilah	np1
(	(	y
Paramount	paramount	np1
)	)	y
<P>	<p>	null	
2	2	mc
)	)	y
Battleground	battleground	np1_nn1_vv0	
(	(	y
MGM	mgm	np1_nnu%
)	)	y
<P>	<p>	null	
3	3	mc
)	)	y
Twelve	twelve	mc
O'Clock	o'clock	ra
High	high	jj
(	(	y
20th	20th	md
Century-Fox	century-fox	np1
)	)	y
<P>	<p>	null	
4	4	mc
)	)	y
Sands	sand	nn2@
of	of	io
Iwo	iwo	np1
Jima	jima	np1
(	(	y
Republic	republic	nn1
)	)	y
<P>	<p>	null	
5	5	mc
)	)	y
The	the	at
Outlaw	outlaw	nn1
(	(	y
RKO	rko	np1_nn1
Radio	radio	nn1_np1%
)	)	y
