@@266466	##	fo
The	the	at
ten	ten	mc
most	most	rgt
popular	popular	jj
movies	movie	nn2
in	in	ii
the	the	at
U.S.	u.s.-	np1
last	last	md
month	month	nnt1
,	,	y
according	according	ii21
to	to	ii22
Variety	variety	nn1
:	:	y
<P>	<p>	null	
1	1	mc1
)	)	y
High	high	jj
Society	society	nn1
(	(	y
MGM	mgm	np1_nnu%
)	)	y
<P>	<p>	null	
2	2	mc
)	)	y
The	the	at
King	king	nn1
and	and	cc
I	i	zz1%_mc1%
(	(	y
20th	20th	md
Century-Fox	century-fox	np1
)	)	y
<P>	<p>	null	
3	3	mc
)	)	y
The	the	at
Eddy	eddy	np1
Duchin	duchin	np1_nn1
Story	story	nn1
(	(	y
Columbia	columbia	np1
)	)	y
<P>	<p>	null	
4	4	mc
)	)	y
Away	away	rl
All	all	db
Boats	boat	nn2
(	(	y
Universal	universal	jj
)	)	y
<P>	<p>	null	
5	5	mc
)	)	y
Moby	moby	np1
Dick	dick	np1
(	(	y
Warner	warner	np1
)	)	y
<P>	<p>	null	
6	6	mc
)	)	y
The	the	at
Seven	seven	mc
Wonders	wonder	nn2
of	of	io
the	the	at
World	world	nn1
(	(	y
Independent	independent	np1
)	)	y
<P>	<p>	null	
7	7	mc
)	)	y
Pardners	pardner	np1_nn2
(	(	y
Paramount	paramount	np1
)	)	y
<P>	<p>	null	
8	8	mc
)	)	y
Oklahoma	oklahoma	np1
!	!	!
(	(	y
Magna	magna	np1
)	)	y
<P>	<p>	null	
9	9	mc
)	)	y
Somebody	somebody	pn1
Up	up	rp
There	there	rl
Likes	like	vvz
Me	me	ppio1
(	(	y
MGM	mgm	np1_nnu%
)	)	y
<P>	<p>	null	
10	10	mc
)	)	y
Cinerama	cinerama	np1
Holiday	holiday	np1@_nn1
(	(	y
Independent	independent	np1
)	)	y
