@@230551	##	fo
From	from	ii
Red	red	jj
China	china	np1_nn1@
's	's	ge_vbz
Premier	premier	jj_nn1
Chou	chou	np1
En-lai	en-lai	nn2
last	last	md
week	week	nnt1
came	come	vvd
a	a	at1
sweeping	sweeping	jj
order	order	nn1
formalizing	formalize	vvg
the	the	at
obvious	obvious	jj
:	:	y
all	all	db_rr@
Christian	christian	jj
missions	mission	nn2
,	,	y
schools	school	nn2
and	and	cc
hospitals	hospital	nn2
supported	support	vvn
by	by	ii
Americans	american	nn2
are	be	vbr
taken	take	vvn
under	under	ii_rg@
strict	strict	jj
Communist	communist	jj
control	control	nn1
.	.	y
Other	other	jj
provisions	provision	nn2
:	:	y
Missions	mission	nn2
that	that	cst_dd1
can	can	vm
not	not	xx
support	support	vvi
themselves	themselves	ppx2
may	may	vm
call	call	vvi
on	on	ii
Peking	peking	np1
for	for	if
subsidies	subsidy	nn2
(	(	y
or	or	cc
shut	shut	vv0_vvd@
up	up	rp
shop	shop	nn1
)	)	y
.	.	y
Missionaries	missionary	nn2
who	who	pnqs
"	"	"
oppose	oppose	vv0
the	the	at
People	people	nn
's	's	ge
Government	government	nn1
"	"	"
will	will	vm
be	be	vbi
dismissed	dismiss	vvn
,	,	y
and	and	cc
those	those	dd2
charged	charge	vvn
with	with	iw
"	"	"
crimes	crime	nn2
"	"	"
will	will	vm
be	be	vbi
punished	punish	vvn
.	.	y
Missionaries	missionary	nn2
who	who	pnqs
are	be	vbr
"	"	"
not	not	xx
reactionary	reactionary	jj
"	"	"
may	may	vm
stay	stay	vvi
on	on	rp@
,	,	y
but	but	ccb
only	only	rr
in	in	ii
subordinate	subordinate	jj
positions	position	nn2
.	.	y
<P>	<p>	null	
Best	best	rrt_jjt
guess	guess	vv0
as	as	ii21
to	to	ii22
the	the	at
order	order	nn1
's	's	ge
purpose	purpose	nn1
:	:	y
to	to	to
"	"	"
legalize	legalize	vvi
"	"	"
the	the	at
seizures	seizure	nn2
that	that	cst
have	have	vh0
been	be	vbn
going	go	vvg
on	on	rp@
for	for	if
months	month	nnt2
,	,	y
and	and	cc
to	to	to
clear	clear	vvi
the	the	at
way	way	nn1
for	for	if
a	a	at1
more	more	rgr
vigorous	vigorous	jj
drive	drive	nn1
against	against	ii
those	those	dd2
U.S.	u.s.-	np1
missionaries	missionary	nn2
(	(	y
mostly	mostly	rr
Roman	roman	jj
Catholic	catholic	nn1_jj
)	)	y
who	who	pnqs
are	be	vbr
trying	try	vvg
to	to	to
stay	stay	vvi
.	.	y
