@@191869	##	fo
Kim	kim	np1
Il	il	np1
Sung	sing	np1
,	,	y
Communism	communism	nn1
's	's	ge
titular	titular	jj
leader	leader	nn1
of	of	io
North	north	np1
Korea	korea	np1
,	,	y
has	have	vhz
been	be	vbn
out	out	ii21
of	of	ii22
the	the	at
news	news	nn1
for	for	if
months	month	nnt2
.	.	y
Last	last	md
week	week	nnt1
he	he	pphs1
popped	pop	vvd
up	up	rp
with	with	iw
a	a	at1
couple	couple	nn1
of	of	io
choice	choice	nn1_jj@
quotes	quote	nn2_vvz
broadcast	broadcast	vvn
by	by	ii
Radio	radio	nn1_np1%
Peking	peking	np1
:	:	y
1	1	mc1
)	)	y
the	the	at
war	war	nn1
,	,	y
said	say	vvd
Kim	kim	np1
,	,	y
is	be	vbz
"	"	"
turning	turn	vvg
favorably	favorably	rr
"	"	"
for	for	if
the	the	at
Reds	red	nn2
,	,	y
who	who	pnqs
will	will	vm
ultimately	ultimately	rr
"	"	"
drive	drive	vv0
the	the	at
aggressors	aggressor	nn2
out	out	ii21
of	of	ii22
Korea	korea	np1
"	"	"
;	;	y
2	2	mc
)	)	y
when	when	rrq_cs
the	the	at
U.N	un	np1
.	.	y
forces	force	nn2
retreated	retreat	vvd_vvn@
from	from	ii
North	north	np1
Korea	korea	np1
last	last	md
year	year	nnt1
,	,	y
the	the	at
Reds	red	nn2
,	,	y
said	say	vvd
Kim	kim	np1
,	,	y
found	find	vvd_vvn
the	the	at
bodies	body	nn2
of	of	io
150	150	mc
children	child	nn2
in	in	ii
an	an	at1
icy	icy	jj
cave	cave	nn1
.	.	y
Kim	kim	np1
supplied	supply	vvd
details	detail	nn2
:	:	y
"	"	"
After	after	cs_ii
the	the	at
Americans	american	nn2
drove	drive	vvd
them	them	ppho2
in	in	rp@_ii
and	and	cc
bolted	bolt	vvd
the	the	at
door	door	nn1
,	,	y
these	these	dd2
children	child	nn2
were	be	vbdr
starved	starve	vvn_jj
and	and	cc
frozen	freeze	vvn_jj
to	to	ii
death	death	nn1
.	.	y
Practically	practically	rr
all	all	db
the	the	at
corpses	corpse	nn2
had	have	vhd
broken	break	vvn_jj
fingers	finger	nn2
,	,	y
evidently	evidently	rr
caused	cause	vvn
by	by	ii
trying	try	vvg
to	to	to
pry	pry	vvi
the	the	at
cave	cave	nn1
door	door	nn1
open	open	vv0_jj_rr@
.	.	y
"	"	"
