@@191182	##	fo
The	the	at
multifaceted	multifaceted	jj@
wit	wit	nn1
of	of	io
the	the	at
late	late	jj
George	george	np1
Bernard	bernard	np1
Shaw	shaw	np1
often	often	rr
did	do	vdd
more	more	dar
to	to	to
conceal	conceal	vvi
than	than	csn
reveal	reveal	vv0
his	his	appge
deep	deep	jj
convictions	conviction	nn2
.	.	y
But	but	ccb
last	last	md
week	week	nnt1
a	a	at1
paragraph	paragraph	nn1
from	from	ii
his	his	appge
will	will	nn1@
made	make	vvd_vvn
it	it	pph1
clear	clear	jj
where	where	cs
the	the	at
author	author	nn1
of	of	io
Saint	saint	np1
Joan	joan	np1
,	,	y
Heartbreak	heartbreak	nn1
House	house	nn1
and	and	cc
Back	back	rp_nn1
to	to	ii
Methuselah	methuselah	np1
stood	stand	vvd
on	on	ii
the	the	at
question	question	nn1
of	of	io
religion	religion	nn1
:	:	y
<P>	<p>	null	
"	"	"
My	my	appge
religious	religious	jj
convictions	conviction	nn2
and	and	cc
scientific	scientific	jj
views	view	nn2
can	can	vm
not	not	xx
at	at	rr21
present	present	rr22
be	be	vbi
more	more	rgr
specifically	specifically	rr
defined	define	vvn_jj@
than	than	csn
as	as	ii@_rg@
those	those	dd2
of	of	io
a	a	at1
believer	believer	nn1
in	in	ii
creative	creative	jj
revolution	revolution	nn1
.	.	y
I	i	ppis1
desire	desire	vv0@
that	that	cst
no	no	at
public	public	jj_nn1
monument	monument	nn1
or	or	cc
work	work	nn1
of	of	io
art	art	nn1
or	or	cc
inscription	inscription	nn1
or	or	cc
sermon	sermon	nn1
or	or	cc
ritual	ritual	jj_nn1
service	service	nn1
commemorating	commemorate	vvg
me	me	ppio1
shall	shall	vm
suggest	suggest	vvi
that	that	cst
I	i	ppis1
accepted	accept	vvd
the	the	at
tenets	tenet	nn2
peculiar	peculiar	jj
to	to	ii
any	any	dd
established	establish	jj@
church	church	nn1
or	or	cc
denomination	denomination	nn1
nor	nor	cc
take	take	vv0
the	the	at
form	form	nn1
of	of	io
a	a	at1
cross	cross	nn1
or	or	cc
any	any	dd
other	other	jj
instrument	instrument	nn1
of	of	io
torture	torture	nn1
or	or	cc
symbol	symbol	nn1
of	of	io
blood	blood	nn1
sacrifice	sacrifice	nn1
.	.	y
"	"	"
