@@183786	##	fo
Last	last	md
week	week	nnt1
the	the	at
State	state	nn1
Department	department	nn1
announced	announce	vvd_vvn
that	that	cst_dd1
,	,	y
since	since	cs
the	the	at
new	new	jj
Administration	administration	nn1
began	begin	vvd
,	,	y
it	it	pph1
had	have	vhd
rid	rid	vvn
itself	itself	ppx1
of	of	io
21	21	mc
homosexuals	homosexual	nn2
and	and	cc
other	other	jj
bad	bad	jj
security	security	nn1
risks	risk	nn2
.	.	y
In	in	ii
one	one	mc1
week	week	nnt1
,	,	y
eight	eight	mc
sexual	sexual	jj
deviates	deviate	nn2
and	and	cc
five	five	mc
other	other	jj
security	security	nn1
risks	risk	nn2
had	have	vhd
been	be	vbn
"	"	"
separated	separate	vvn
"	"	"
from	from	ii
the	the	at
service	service	nn1
.	.	y
Score	score	vv0_nn1
since	since	ii
1947	1947	mc
:	:	y
more	more	dar
than	than	csn
325	325	mc
homosexuals	homosexual	nn2
fired	fire	vvn_vvd
or	or	cc
forced	force	vvn
to	to	to
resign	resign	vvi
after	after	ii_cs
the	the	at
department	department	nn1
found	find	vvd_vvn
them	them	ppho2
bad	bad	jj
risks	risk	nn2
.	.	y
