@@261688	##	fo
<P>	<p>	null	
Though	though	cs
Republican	republican	jj@_nn1
leaders	leader	nn2
in	in	ii
Oregon	oregon	np1
wasted	waste	vvd
no	no	at
love	love	nn1
on	on	ii
their	their	appge
maverick	maverick	nn1
U.S.	u.s.-	np1
Senator	senator	nnb
Wayne	wayne	np1
Morse	morse	np1
,	,	y
there	there	ex
was	be	vbdz
just	just	rr
no	no	at_rr%
stopping	stop	vvg
him	him	ppho1
.	.	y
The	the	at
only	only	jj
real	real	jj
opposition	opposition	nn1
that	that	cst
turned	turn	vvd
up	up	rp
against	against	ii
him	him	ppho1
in	in	ii_rp@
last	last	md
week	week	nnt1
's	's	ge
primary	primary	nn1
was	be	vbdz
a	a	at1
lantern-jawed	lantern-jawed	jj
farmer	farmer	nn1
from	from	ii
Deadwood	deadwood	np1
named	name	vvd
David	david	np1
I.	i.-	np1
Hoover	hoover	np1@_nn1
,	,	y
who	who	pnqs
had	have	vhd
never	never	rr
run	run	vvn_vv0
for	for	if
office	office	nn1
before	before	rt
.	.	y
Hoover	hoover	vv0_nn1_np1@	
,	,	y
an	an	at1
ex-deputy	ex-deputy	jj_nn1
sheriff	sheriff	nn1
from	from	ii
Los	los	np1
Angeles	angeles	np1
,	,	y
implied	imply	vvd_vvn
that	that	cst
Morse	morse	np1
was	be	vbdz
a	a	at1
Communist	communist	jj
or	or	cc
worse	bad	jjr_rrr@
,	,	y
and	and	cc
businessmen	businessman	nn2
,	,	y
lumbermen	lumbermen	nn2
,	,	y
doctors	doctor	nn2
backed	back	vvd_vvn
Farmer	farmer	nn1_np1@
Hoover	hoover	nn1
with	with	iw
wads	wad	nn2
of	of	io
cash	cash	nn1
.	.	y
But	but	ccb
when	when	cs
the	the	at
returns	return	nn2
were	be	vbdr
in	in	ii
Morse	morse	np1
had	have	vhd
beaten	beat	vvn_jj
Hoover	hoover	nn1
by	by	ii
a	a	at1
2-to-1	2-to-1	mc1
vote	vote	nn1
,	,	y
and	and	cc
seemed	seem	vvd
virtually	virtually	rr
certain	certain	jj
of	of	io
re-election	re-election	nn1
in	in	ii
the	the	at
fall	fall	nn1
.	.	y
