@@185389	##	fo
The	the	at
Chicago	chicago	np1
Tribune	tribune	nn1
,	,	y
which	which	ddq
has	have	vhz
never	never	rr
based	base	vvn
one	one	mc1
of	of	io
its	its	appge
own	own	da
men	man	nn2
in	in	ii
Moscow	moscow	np1
,	,	y
got	get	vvd_vvn
around	around	rg
last	last	md
week	week	nnt1
to	to	ii
setting	set	vvg
up	up	rp
diplomatic	diplomatic	jj
relations	relation	nn2
.	.	y
Off	off	rp
to	to	to
cover	cover	vvi
Russia	russia	np1
went	go	vvd
William	william	np1
Moore	moore	np1
,	,	y
55	55	mc
,	,	y
a	a	at1
Trib	trib	nn1@_np1
veteran	veteran	nn1
of	of	io
nearly	nearly	rr
two	two	mc
decades	decade	nnt2
'	'	ge
service	service	nn1
,	,	y
but	but	ccb
not	not	xx
before	before	rt
the	the	at
Trib	trib	np1_nn1@
squared	square	vvd@_vvn
the	the	at
trip	trip	nn1
with	with	iw
its	its	appge
readers	reader	nn2
.	.	y
Explained	explain	vvn_vvd
an	an	at1
editorial	editorial	nn1_jj
:	:	y
"	"	"
The	the	at
Tribune	tribune	nn1
's	's	ge
reason	reason	nn1
for	for	if
not	not	xx
staffing	staff	vvg@_nn1
Moscow	moscow	np1
has	have	vhz
been	be	vbn
simple	simple	jj
.	.	y
We	we	ppis2
did	do	vdd
not	not	xx
think	think	vvi
it	it	pph1
worthwhile	worthwhile	jj
to	to	ii
subject	subject	nn1
one	one	mc1
of	of	io
our	our	appge
people	people	nn
to	to	ii
capricious	capricious	jj
despotism	despotism	nn1
merely	merely	rr
to	to	to
make	make	vvi
him	him	ppho1
a	a	at1
vehicle	vehicle	nn1
of	of	io
Russian	russian	jj
propaganda	propaganda	nn1
.	.	y
Now	now	rt
the	the	at
Russians	russian	nn2
say	say	vv0
that	that	cst
they	they	pphs2
welcome	welcome	vv0
correspondents	correspondent	nn2
and	and	cc
will	will	vm
not	not	xx
interfere	interfere	vvi
with	with	iw
their	their	appge
filing	filing	nn1
of	of	io
objective	objective	jj_nn1
dispatches	dispatch	nn2
.	.	y
We	we	ppis2
are	be	vbr
willing	willing	jj
to	to	to
find	find	vvi
out	out	rp
whether	whether	csw
they	they	pphs2
mean	mean	vv0
it	it	pph1
.	.	y
.	.	y
.	.	y
If	if	csw@_cs
Moore	moore	np1
finds	find	vvz
that	that	dd1_cst
censorship	censorship	nn1
or	or	cc
restrictions	restriction	nn2
on	on	ii
his	his	appge
movements	movement	nn2
compel	compel	vv0
him	him	ppho1
to	to	to
send	send	vvi
doctored	doctore	jj@
news	news	nn1
or	or	cc
propaganda	propaganda	nn1
,	,	y
he	he	pphs1
will	will	vm
come	come	vvi
home	home	rl
.	.	y
"	"	"
