@@307838	##	fo
Arriving	arrive	vvg
in	in	ii
Argentina	argentina	np1
for	for	if
a	a	at1
brief	brief	jj
weekend	weekend	nnt1
visit	visit	nn1_vv0
as	as	ii
part	part	nn1
of	of	io
his	his	appge
Latin	latin	jj
American	american	jj
fact-finding	fact-finding	nn1_jj
and	and	cc
good-will	goodwill	nn1
mission	mission	nn1
,	,	y
Milton	milton	np1
Eisenhower	eisenhower	np1
received	receive	vvd
an	an	at1
all-out	all-out	jj_rr
welcome	welcome	nn1_jj
from	from	ii
that	that	dd1
old	old	jj
yanqui-baiter	yanqui-baiter	nn1_jj	
,	,	y
Juan	juan	np1
Pern	pern	np1_nn1
.	.	y
The	the	at
Peronista	peronista	np1_nn1@	
press	press	nn1
proclaimed	proclaim	vvn_vvd@
:	:	y
"	"	"
The	the	at
Argentine	argentine	jj_nn1
people	people	nn
have	have	vh0
again	again	rt
set	set	vv0_vvd_vvn
back	back	rp
their	their	appge
American	american	jj
calendars	calendar	nn2
to	to	to
zero	zero	vvi
hour	hour	nnt1
,	,	y
day	day	nnt1
one	one	pn1_mc1
.	.	y
"	"	"
The	the	at
President	president	nn1
took	take	vvd
his	his	appge
guest	guest	nn1
to	to	ii
the	the	at
prizefights	prizefights	nn2
and	and	cc
to	to	ii
a	a	at1
rip-roaring	rip-roaring	jj
soccer	soccer	nn1
match	match	nn1
.	.	y
At	at	ii
lunches	lunch	nn2
and	and	cc
dinners	dinner	nn2
they	they	pphs2
talked	talk	vvd
for	for	if
several	several	da2
hours	hour	nnt2
.	.	y
Likeliest	likely	jjt_np1@	
reason	reason	nn1
for	for	if
Pern	pern	np1_nn1
's	's	ge
big	big	jj
switch	switch	nn1
:	:	y
he	he	pphs1
hopes	hope	vvz
for	for	if
trade	trade	nn1
and	and	cc
financial	financial	jj
assistance	assistance	nn1
from	from	ii
the	the	at
Eisenhower	eisenhower	np1
Administration	administration	nn1
.	.	y
