@@234555	##	fo
Birth	birth	nn1
control	control	nn1
was	be	vbdz
unanimously	unanimously	rr
approved	approve	vvn_vvd
last	last	md
week	week	nnt1
by	by	ii
the	the	at
95th	95th	md
annual	annual	jj
convention	convention	nn1
of	of	io
the	the	at
Augustana	augustana	np1_nn1@	
Evangelical	evangelical	jj
Lutheran	lutheran	jj
Church	church	nn1
(	(	y
500,000	500,000	mc
members	member	nn2
)	)	y
,	,	y
meeting	meet	vvg
in	in	ii
Los	los	np1
Angeles	angeles	np1
.	.	y
Said	say	vvd
the	the	at
resolution	resolution	nn1
:	:	y
"	"	"
An	an	at1
unrestrained	unrestrained	jj
production	production	nn1
of	of	io
children	child	nn2
without	without	iw
realistic	realistic	jj
regard	regard	nn1
to	to	ii
God-given	god-given	jj_nn1
responsibilities	responsibility	nn2
involved	involved	jj
in	in	ii
rearing	rear	jj_vvg
children	child	nn2
.	.	y
.	.	y
.	.	y
may	may	vm
be	be	vbi
as	as	rg@
sinful	sinful	jj
and	and	cc
as	as	rg@_csa
selfish	selfish	jj
...	....	...
as	as	csa
is	be	vbz
the	the	at
complete	complete	jj
avoidance	avoidance	nn1
of	of	io
parenthood	parenthood	nn1
.	.	y
.	.	y
.	.	y
The	the	at
power	power	nn1
to	to	to
reproduce	reproduce	vvi
is	be	vbz
His	his	appge
blessing	blessing	nn1
,	,	y
not	not	xx
a	a	at1
penalty	penalty	nn1
,	,	y
upon	upon	ii
the	the	at
sexual	sexual	jj
relationship	relationship	nn1
in	in	ii
marriage	marriage	nn1
.	.	y
"	"	"
