@@235820	##	fo
For	for	if
the	the	at
troubled	trouble	jj
U.S.	u.s.-	np1
farmer	farmer	nn1
,	,	y
the	the	at
Agriculture	agriculture	nn1
Department	department	nn1
reported	report	vvd_vvn
happy	happy	jj
news	news	nn1
.	.	y
Farm	farm	nn1
prices	price	nn2
in	in	ii
mid-May	mid-may	npm1
climbed	climb	vvd
3%	3%	nnu
,	,	y
the	the	at
fourth	fourth	md
straight	straight	jj_rr
monthly	monthly	jj
rise	rise	nn1
and	and	cc
one	one	mc1
of	of	io
the	the	at
biggest	big	jjt
jumps	jump	nn2@
in	in	ii
years	year	nnt2
.	.	y
Potatoes	potato	nn2
,	,	y
fruit	fruit	nn
,	,	y
hogs	hog	nn2
,	,	y
lamb	lamb	nn1
and	and	cc
cattle	cattle	nn2
all	all	db_rr@
rose	rose	nn1_vvd
;	;	y
in	in	ii
some	some	dd
areas	area	nn2
prices	price	nn2
for	for	if
meat	meat	nn1
on	on	ii
the	the	at
hoof	hoof	nn1
were	be	vbdr
up	up	rp
as	as	rg
much	much	da1
as	as	csa
6%	6%	nnu
.	.	y
As	as	ii
a	a	at1
result	result	nn1
the	the	at
overall	overall	jj_nn1
farm	farm	nn1
index	index	nn1
jumped	jump	vvd_vvn@
to	to	ii
242%	242%	nnu	
of	of	io
the	the	at
1910-14	1910-14	mcmc
average	average	nn1
,	,	y
only	only	rr
two	two	mc
points	point	nn2_vvz
below	below	ii_rl_rg
last	last	md
year	year	nnt1
's	's	ge
level	level	nn1_jj
.	.	y
