@@262196	##	fo
Karen	karen	np1
Killilea	killilea	np1	
is	be	vbz
a	a	at1
freckle-nosed	freckle-nosed	jj
little	little	jj
girl	girl	nn1
of	of	io
eleven	eleven	mc
who	who	pnqs
falls	fall	vvz
down	down	rp
more	more	dar_rrr
than	than	csn
most	most	dat
youngsters	youngster	nn2
:	:	y
she	she	pphs1
has	have	vhz
cerebral	cerebral	jj
palsy	palsy	nn1
.	.	y
Like	like	ii_vv0@
many	many	da2
another	another	dd1
young	young	jj
palsy	palsy	nn1
patient	patient	nn1
,	,	y
she	she	pphs1
has	have	vhz
been	be	vbn
wearing	wear	vvg
a	a	at1
football	football	nn1
helmet	helmet	nn1
to	to	to
protect	protect	vvi
her	her	appge
head	head	nn1
.	.	y
But	but	ccb
a	a	at1
helmet	helmet	nn1
is	be	vbz
hot	hot	jj
and	and	cc
heavy	heavy	jj
.	.	y
Karen	karen	np1
's	's	ge
father	father	nn1
,	,	y
a	a	at1
Manhattan	manhattan	np1
engineer	engineer	nn1
,	,	y
took	take	vvd
a	a	at1
better	better	jjr
idea	idea	nn1
to	to	ii
Cavanagh	cavanagh	np1_nn1
's	's	ge_vbz
,	,	y
the	the	at
Park	park	np1
Avenue	avenue	nnl1
hatters	hatter	nn2
.	.	y
Last	last	md
week	week	nnt1
Karen	karen	np1
was	be	vbdz
wearing	wear	vvg
a	a	at1
jaunty	jaunty	jj
cap	cap	nn1
.	.	y
Built	build	vvn_vvd
with	with	iw
a	a	at1
core	core	nn1
of	of	io
laminated	laminated	jj
plastic	plastic	nn1
,	,	y
it	it	pph1
gives	give	vvz
just	just	rr
as	as	rg
much	much	da1
protection	protection	nn1
as	as	csa
the	the	at
helmet	helmet	nn1
,	,	y
and	and	cc
everybody	everybody	pn1
,	,	y
including	including	ii
Karen	karen	np1
,	,	y
thinks	think	vvz
it	it	pph1
is	be	vbz
a	a	rr21@
lot	lot	rr22
more	more	rgr_rrr
becoming	become	jj@_vvg
.	.	y
The	the	at
United	united	jj
Cerebral	cerebral	jj
Palsy	palsy	nn1
Association	association	nn1
is	be	vbz
spreading	spread	vvg
the	the	at
news	news	nn1
of	of	io
Karen	karen	np1
's	's	ge
new	new	jj
cap	cap	nn1
(	(	y
cost	cost	vv0_nn1
:	:	y
about	about	rg
$18	$18	nnu
)	)	y
to	to	ii
member	member	nn1
organizations	organization	nn2
across	across	ii
the	the	at
U.S.	u.s.-	np1
