@@199065	##	fo
At	at	ii
its	its	appge
annual	annual	jj
convention	convention	nn1
last	last	md
week	week	nnt1
in	in	ii
Detroit	detroit	np1
,	,	y
Sigma	sigma	nn1
Delta	delta	nn1
Chi	chi	np1_nn1@
,	,	y
professional	professional	jj
journalism	journalism	nn1
fraternity	fraternity	nn1
,	,	y
angrily	angrily	rr
asked	ask	vvd
the	the	at
publisher	publisher	nn1
of	of	io
Webster	webster	np1
's	's	ge_vbz
New	new	jj
International	international	jj
Dictionary	dictionary	nn1
to	to	to
change	change	vvi
its	its	appge
definition	definition	nn1
of	of	io
the	the	at
word	word	nn1
"	"	"
journalistic	journalistic	jj
.	.	y
"	"	"
Webster	webster	np1
's	's	ge
definition	definition	nn1
:	:	y
"	"	"
characteristic	characteristic	nn1_jj
of	of	io
journalism	journalism	nn1
or	or	cc
journalists	journalist	nn2
;	;	y
hence	hence	rr
,	,	y
of	of	io
style	style	nn1
,	,	y
characterized	characterize	vvn
by	by	ii
evidences	evidence	nn2
of	of	io
haste	haste	nn1
,	,	y
superficiality	superficiality	nn1
of	of	io
thought	think	nn1
,	,	y
inaccuracies	inaccuracy	nn2
of	of	io
detail	detail	nn1
,	,	y
colloquialisms	colloquialism	nn2
and	and	cc
sensationalism	sensationalism	nn1
.	.	y
"	"	"
Cried	cry	vvd_vvn@
Sigma	sigma	nn1
Delta	delta	nn1
Chi	chi	np1
:	:	y
"	"	"
A	a	at1@_zz1
slander	slander	nn1_vv0
.	.	y
"	"	"
Replied	reply	vvd
Dr.	dr.-i	nnb
Everett	everett	np1
Thompson	thompson	np1
,	,	y
an	an	at1
editor	editor	nn1
of	of	io
the	the	at
dictionary	dictionary	nn1
:	:	y
"	"	"
We	we	ppis2
ca	can	vm
n't	n't	xx
help	help	vvi
"	"	"
what	what	ddq
people	people	nn
call	call	vv0_nn1
journalists	journalist	nn2
.	.	y
