@@262798	##	fo
Atomic	atomic	jj
scientists	scientist	nn2
passed	pass	vvd_vvn
a	a	at1
kind	kind	nn1
of	of	io
milestone	milestone	nn1
.	.	y
Last	last	md
week	week	nnt1
they	they	pphs2
announced	announce	vvd
the	the	at
creation	creation	nn1
of	of	io
Element	element	nn1
100	100	mc
,	,	y
a	a	at1
job	job	nn1
done	do	vdn
by	by	ii
"	"	"
fattening	fatten	vvg_jj@
"	"	"
atoms	atom	nn2
of	of	io
Plutonium	plutonium	nn1
239	239	mc
(	(	y
94	94	mc
protons	proton	nn2
,	,	y
145	145	mc
neutrons	neutron	nn2
)	)	y
in	in	ii
the	the	at
materials	material	nn2
testing	test	vvg_nn1
reactor	reactor	nn1
at	at	ii
Arco	arco	np1
,	,	y
Idaho	idaho	np1
.	.	y
The	the	at
plutonium	plutonium	nn1
atoms	atom	nn2
absorbed	absorb	vvd_vvn
15	15	mc
neutrons	neutron	nn2
and	and	cc
emitted	emit	vvd
six	six	mc
beta	beta	nn1
particles	particle	nn2
(	(	y
electrons	electron	nn2
)	)	y
.	.	y
Since	since	cs
a	a	at1
neutron	neutron	nn1
minus	minus	ii
an	an	at1
electron	electron	nn1
equals	equal	vvz
a	a	at1
proton	proton	nn1
,	,	y
the	the	at
net	net	jj_nn1
result	result	nn1
was	be	vbdz
Element	element	nn1
100	100	mc
(	(	y
100	100	mc
protons	proton	nn2
,	,	y
154	154	mc
neutrons	neutron	nn2
)	)	y
.	.	y
<P>	<p>	null	
Element	element	nn1
100	100	mc
had	have	vhd
almost	almost	rr
as	as	rg@_csa
many	many	da2
creators	creator	nn2
(	(	y
from	from	ii
Argonne	argonne	np1
National	national	jj
Laboratory	laboratory	nn1
,	,	y
California	california	np1
's	's	ge
Radiation	radiation	nn1
Laboratory	laboratory	nn1
and	and	cc
elsewhere	elsewhere	rl
)	)	y
as	as	csa
it	it	pph1
has	have	vhz
neutrons	neutron	nn2
.	.	y
It	it	pph1
has	have	vhz
a	a	at1
half	half	nn1@_db
life	life	nn1
of	of	io
three	three	mc
hours	hour	nnt2
.	.	y
It	it	pph1
has	have	vhz
no	no	at
name	name	nn1
so	so	rg
far	far	rr
,	,	y
and	and	cc
no	no	at
foreseeable	foreseeable	jj
uses	use	nn2
.	.	y
