@@199160	##	fo
Scientists	scientist	nn2
from	from	ii
twelve	twelve	mc
European	european	jj
nations	nation	nn2
gathered	gather	vvn_vvd
in	in	ii
UNESCO	unesco	np1
's	's	ge
mirrored	mirror	jj@_vvn
conference	conference	nn1
room	room	nn1
in	in	ii
Paris	paris	np1
last	last	md
week	week	nnt1
.	.	y
Their	their	appge
purpose	purpose	nn1
:	:	y
to	to	to
discuss	discuss	vvi
the	the	at
creation	creation	nn1
of	of	io
an	an	at1
"	"	"
Institute	institute	nn1
for	for	if
Advanced	advance	jj
Studies	study	nn2
in	in	ii
Nuclear	nuclear	jj
Research	research	nn1
.	.	y
"	"	"
Worried	worry	jj_vvn@
by	by	ii
the	the	at
drift	drift	nn1
of	of	io
European	european	jj
scientists	scientist	nn2
toward	toward	ii
the	the	at
secrecy	secrecy	nn1
ridden	ride	vvn
research	research	nn1
centers	center	nn2
of	of	io
the	the	at
U.S.	u.s.-	np1
UNESCO	unesco	np1
wants	want	vvz
a	a	at1
"	"	"
universal	universal	jj
"	"	"
laboratory	laboratory	nn1
All	all	db_rr@
work	work	nn1_vv0
would	would	vm
be	be	vbi
published	publish	vvn
and	and	cc
no	no	pn121
one	one	pn122
would	would	vm
be	be	vbi
concerned	concerned	jj
with	with	iw
atomic	atomic	jj
bombs	bomb	nn2
.	.	y
<P>	<p>	null	
Most	most	dat_rgt
Western	western	jj
European	european	jj
countries	country	nn2
,	,	y
and	and	cc
Yugoslavia	yugoslavia	np1
,	,	y
will	will	vm
contribute	contribute	vvi
.	.	y
Britain	britain	np1
has	have	vhz
offered	offer	vvn
the	the	at
use	use	nn1
of	of	io
her	her	appge
new	new	jj
Liverpool	liverpool	np1
synchrocyclotron	synchrocyclotron	nn1	
.	.	y
Denmark	denmark	np1
will	will	vm
open	open	vvi
the	the	at
facilities	facility	nn2
of	of	io
Copenhagen	copenhagen	np1
University	university	nn1
.	.	y
The	the	at
U.S.	u.s.-	np1
has	have	vhz
also	also	rr
offered	offer	vvn
its	its	appge
support	support	nn1
.	.	y
"	"	"
But	but	ccb
no	no	pn121
one	one	pn122
,	,	y
"	"	"
said	say	vvd
a	a	at1
UNESCO	unesco	np1
scientist	scientist	nn1
,	,	y
"	"	"
considered	consider	vvd_vvn
it	it	pph1
worthwhile	worthwhile	jj
to	to	to
make	make	vvi
inquiries	inquiry	nn2
in	in	ii
the	the	at
Soviet	soviet	jj
Union	union	nn1
.	.	y
"	"	"
