@@197262	##	fo
In	in	ii
recent	recent	jj
years	year	nnt2
,	,	y
Russian	russian	jj
science	science	nn1
has	have	vhz
been	be	vbn
content	content	jj
to	to	to
go	go	vvi
its	its	appge
way	way	nn1
,	,	y
relying	rely	vvg
on	on	ii
the	the	at
West	west	nd1
only	only	rr
for	for	if
those	those	dd2
few	few	da2
closely	closely	rr
guarded	guard	jj_vvn
facts	fact	nn2
which	which	ddq
it	it	pph1
could	could	vm
successfully	successfully	rr
steal	steal	vvi
.	.	y
But	but	ccb
when	when	cs
the	the	at
Russians	russian	nn2
change	change	vv0
a	a	at1
line	line	nn1
,	,	y
they	they	pphs2
really	really	rr
change	change	vv0
it	it	pph1
.	.	y
As	as	ii
part	part	nn1
of	of	io
the	the	at
new	new	jj
propaganda	propaganda	nn1
drive	drive	nn1_vv0
to	to	to
persuade	persuade	vvi
everyone	everyone	pn1
that	that	cst
the	the	at
East	east	nd1
and	and	cc
West	west	nd1
can	can	vm
cooperate	cooperate	vvi
,	,	y
a	a	at1
passel	passel	nn1
of	of	io
Russan	russan	jj_nn1_np1	
scientists	scientist	nn2
arrived	arrive	vvd_vvn
breathlessly	breathlessly	rr
and	and	cc
unexpectedly	unexpectedly	rr
last	last	md
week	week	nnt1
in	in	ii
Copenhagen	copenhagen	np1
on	on	ii
the	the	at
fourth	fourth	md
day	day	nnt1
of	of	io
a	a	at1
seven-day	seven-day	jj_nnt1
gathering	gathering	nn1
of	of	io
the	the	at
International	international	jj
Union	union	nn1
for	for	if
the	the	at
Protection	protection	nn1
of	of	io
Nature	nature	nn1
.	.	y
