@@233754	##	fo
TURKEY	turkey	np1_nn1
became	become	vvd
the	the	at
Middle	middle	jj
East	east	nd1
's	's	ge
most	most	rgt
modern	modern	jj
state	state	nn1
in	in	ii
a	a	at1
generation	generation	nn1
and	and	cc
through	through	ii
the	the	at
efforts	effort	nn2
of	of	io
one	one	mc1
man	man	nn1
.	.	y
Kemal	kemal	np1
Ataturk	ataturk	np1
,	,	y
a	a	at1
rough	rough	jj
,	,	y
hard-drinking	hard-drinking	jj
neurotic	neurotic	jj
who	who	pnqs
combined	combine	vvd
traces	trace	nn2
of	of	io
Lincoln	lincoln	np1
's	's	ge
vision	vision	nn1
and	and	cc
Stalin	stalin	np1
's	's	ge
ruthlessness	ruthlessness	nn1
,	,	y
established	establish	vvd_vvn
the	the	at
Turkish	turkish	jj
Republic	republic	nn1
,	,	y
ran	run	vvd
it	it	pph1
like	like	ii
a	a	at1
dictatorship	dictatorship	nn1
,	,	y
topped	top	vvd_vvn
it	it	pph1
off	off	rp
with	with	iw
a	a	at1
tailor-made	tailor-made	jj
opposition	opposition	nn1
.	.	y
Modern	modern	jj
Turkey	turkey	np1_nn1@
,	,	y
striving	strive	vvg
to	to	to
be	be	vbi
even	even	rr
more	more	rgr
modern	modern	jj
,	,	y
still	still	rr
needs	need	vvz
capital	capital	nn1
,	,	y
roads	road	nn2
,	,	y
teachers	teacher	nn2
,	,	y
more	more	rgr
private	private	jj
enterprise	enterprise	nn1
.	.	y
