@@182885	##	fo
When	when	rrq_cs
the	the	at
University	university	nn1
of	of	io
Connecticut	connecticut	np1
chapter	chapter	nn1
of	of	io
the	the	at
Phi	phi	nn1
Epsilon	epsilon	nn1
Pi	pi	nn1
Fraternity	fraternity	nn1_np1
pledged	pledge	vvd
Sophomore	sophomore	np1
Alfred	alfred	np1
R.	r.-he	np1
Rogers	rogers	np1
last	last	md
fall	fall	nn1
,	,	y
the	the	at
grand	grand	jj
council	council	nn1
of	of	io
the	the	at
national	national	jj
organization	organization	nn1
promptly	promptly	rr
suspended	suspend	vvd_vvn
it	it	pph1
.	.	y
The	the	at
reason	reason	nn1
:	:	y
Rogers	rogers	np1
is	be	vbz
a	a	at1
Negro	negro	nn1
.	.	y
Last	last	md
week	week	nnt1
,	,	y
at	at	ii
a	a	at1
special	special	jj
convention	convention	nn1
called	call	vvn
for	for	if
the	the	at
purpose	purpose	nn1
,	,	y
delegates	delegate	nn2
unanimously	unanimously	rr
voted	vote	vvn_vvd
to	to	to
reverse	reverse	vvi
the	the	at
decision	decision	nn1
.	.	y
They	they	pphs2
not	not	xx
only	only	rr
approved	approve	vvn_jj
of	of	io
what	what	ddq
Connecticut	connecticut	np1
had	have	vhd
done	do	vdn
,	,	y
but	but	ccb
said	say	vvd
that	that	cst
any	any	dd
of	of	io
Phi	phi	nn1
Epsilon	epsilon	nn1
Pi	pi	nn1
's	's	ge
other	other	jj_nn1@
35	35	mc
chapters	chapter	nn2
might	might	vm
do	do	vdi
the	the	at
same	same	da
,	,	y
if	if	cs
they	they	pphs2
liked	like	vvd
.	.	y
